Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
5A	400%+	Single-Family Detached	Owner	1980-99	0.109379	0.0135188	0.378338	0.0797488	0.266902	0.0330775	0.00408823	0.083909	0.0103708	0.0206672	0	382	2.1769e+06	382	2.1769e+06
5A	400%+	Single-Family Detached	Renter	1980-99	0	0	0.441334	0.0877736	0.268835	0	0	0.179831	0.0222264	0	0	11	47765.8	11	47765.8
5A	Not Available	Single-Family Detached	Not Available	1980-99	0.102071	0.0126155	0.363712	0.0770533	0.259719	0.0381823	0.00471916	0.105874	0.0130856	0.0229676	0	544	3.47869e+06	544	3.47869e+06
5A	Not Available	Single-Family Detached	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	519	3.33637e+06	519	3.33637e+06
5A	Not Available	Single-Family Detached	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	25	142324	25	142324
5A	0-100%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	11	58356.6	11	58356.6
5A	0-100%	Single-Family Detached	Owner	2000-09	0.112071	0.0138514	0.296102	0.0914921	0.444153	0	0	0	0	0.0423313	0	7	35215.5	41	138863
5A	0-100%	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	4	23141.1	13	46676
5A	100-150%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	9	33938.5	14	48853.7
5A	100-150%	Single-Family Detached	Owner	2000-09	0.116351	0.0143805	0.309459	0.0956195	0.464189	0	0	0	0	0	0	8	29052.3	11	40287.3
5A	100-150%	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	1	4886.17	13	46676
5A	150-200%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	19	57808.4	19	57808.4
5A	150-200%	Single-Family Detached	Owner	2000-09	0.0234146	0.00289394	0.346634	0.107106	0.519951	0	0	0	0	0	0	18	55243.3	18	55243.3
5A	150-200%	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	1	2565.07	13	46676
5A	200-300%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	57	222724	57	222724
5A	200-300%	Single-Family Detached	Owner	2000-09	0.252781	0.0312427	0.242252	0.0748532	0.363378	0	0	0	0	0.0354925	0	52	195052	52	195052
5A	200-300%	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	5	27672.8	15	69931.9
5A	300-400%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	51	164883	51	164883
5A	300-400%	Single-Family Detached	Owner	2000-09	0.332274	0.0410676	0.215702	0.0666495	0.323553	0	0	0	0	0.0207534	0	49	150313	49	150313
5A	300-400%	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	2	14570.2	15	69931.9
5A	400%+	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	178	929411	178	929411
5A	400%+	Single-Family Detached	Owner	2000-09	0.202865	0.0250732	0.261106	0.080679	0.39166	0	0	0	0	0.0386167	0	177	921772	177	921772
5A	400%+	Single-Family Detached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	1	7638.96	10	32833.5
5A	Not Available	Single-Family Detached	Not Available	2000-09	0.206826	0.0255628	0.260666	0.0805429	0.390999	0	0	0	0	0.0354027	0	254	1.46712e+06	254	1.46712e+06
5A	Not Available	Single-Family Detached	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	243	1.38665e+06	243	1.38665e+06
5A	Not Available	Single-Family Detached	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	11	80474.3	11	80474.3
5A	0-100%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	524.6	24	63077.6
5A	0-100%	Single-Family Detached	Owner	2010s	0	0	0	0	0.809034	0	0	0	0	0.190966	0	1	524.6	13	41106.2
5A	0-100%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	11	21971.4
5A	100-150%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	5	20787.7	21	58332.5
5A	100-150%	Single-Family Detached	Owner	2010s	0	0	0	0	0.852491	0	0	0	0	0.147509	0	4	18042.9	11	37795.8
5A	100-150%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	2744.8	10	20536.7
5A	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	7	20560	13	30134.9
5A	150-200%	Single-Family Detached	Owner	2010s	0	0	0	0	0.852491	0	0	0	0	0.147509	0	6	19390.4	11	37795.8
5A	150-200%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	1169.63	10	20536.7
5A	200-300%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	22	52494.6	22	52494.6
5A	200-300%	Single-Family Detached	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	20	41694.4	20	41694.4
5A	200-300%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	2	10800.2	14	44166.1
5A	300-400%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	28	61399.1	28	61399.1
5A	300-400%	Single-Family Detached	Owner	2010s	0	0	0	0	0.968193	0	0	0	0	0.0318066	0	28	61399.1	28	61399.1
5A	300-400%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	44166.1
5A	400%+	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	117	527937	117	527937
5A	400%+	Single-Family Detached	Owner	2010s	0	0	0	0	0.943421	0	0	0	0	0.0565794	0	115	520059	115	520059
5A	400%+	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	2	7877.81	13	54588.1
5A	Not Available	Single-Family Detached	Not Available	2010s	0	0	0	0	0.947954	0	0	0	0	0.0520455	0	145	683703	145	683703
5A	Not Available	Single-Family Detached	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	140	661111	140	661111
5A	Not Available	Single-Family Detached	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	5	22592.5	17	67749.9
5A	0-100%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	56	347752	56	347752
5A	0-100%	Single-Family Detached	Owner	<1940	0.0866476	0.0107093	0.259982	0.0642652	0.259982	0.0927293	0.0114609	0.190659	0.0235646	0	0	37	204580	37	204580
5A	0-100%	Single-Family Detached	Renter	<1940	0.0476195	0.00588555	0.205986	0.0509179	0.205986	0	0	0.430409	0.0531966	0	0	19	143173	19	143173
5A	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	76	357255	76	357255
5A	100-150%	Single-Family Detached	Owner	<1940	0.0332945	0.00411505	0.224868	0.0555853	0.224868	0.0466344	0.0057638	0.360336	0.0445359	0	0	66	295672	66	295672
5A	100-150%	Single-Family Detached	Renter	<1940	0.0361573	0.00446888	0.133407	0.032977	0.133407	0.0514405	0.00635782	0.535589	0.0661963	0	0	10	61582.7	10	61582.7
5A	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	103	375102	103	375102
5A	150-200%	Single-Family Detached	Owner	<1940	0.0552944	0.00683414	0.297959	0.0736528	0.297959	0.00936568	0.00115756	0.213	0.0263259	0.0184508	0	92	335760	92	335760
5A	150-200%	Single-Family Detached	Renter	<1940	0.291603	0.0360408	0.0659049	0.0162911	0.0659049	0.0776329	0.00959508	0.388955	0.0480731	0	0	11	39342.6	11	39342.6
5A	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	198	652090	198	652090
5A	200-300%	Single-Family Detached	Owner	<1940	0.0960889	0.0118762	0.238038	0.0588409	0.238038	0.0297165	0.00367282	0.26807	0.0331322	0.0225258	0	184	600375	184	600375
5A	200-300%	Single-Family Detached	Renter	<1940	0.0325189	0.00401919	0.160413	0.0396526	0.160413	0.287323	0.0355119	0.249333	0.0308164	0	0	14	51715.1	14	51715.1
5A	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	153	504586	153	504586
5A	300-400%	Single-Family Detached	Owner	<1940	0.118098	0.0145964	0.2138	0.0528494	0.2138	0.0206503	0.00255229	0.320349	0.0395936	0.00371109	0	142	462517	142	462517
5A	300-400%	Single-Family Detached	Renter	<1940	0.205904	0.0254488	0.0634408	0.015682	0.0634408	0.125387	0.0154973	0.431827	0.0533718	0	0	11	42068.6	11	42068.6
5A	400%+	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	350	1.46242e+06	350	1.46242e+06
5A	400%+	Single-Family Detached	Owner	<1940	0.0761513	0.00941196	0.26423	0.0653153	0.26423	0.0181585	0.00224431	0.235477	0.0291038	0.0356782	0	332	1.39679e+06	332	1.39679e+06
5A	400%+	Single-Family Detached	Renter	<1940	0.26029	0.0321707	0.175547	0.0433936	0.175547	0.10763	0.0133026	0.170986	0.0211331	0	0	18	65625.2	18	65625.2
5A	Not Available	Single-Family Detached	Not Available	<1940	0.0845474	0.0104497	0.241505	0.0596978	0.241505	0.0330013	0.00407882	0.272295	0.0336544	0.0192664	0	679	3.6992e+06	679	3.6992e+06
5A	Not Available	Single-Family Detached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	620	3.29569e+06	620	3.29569e+06
5A	Not Available	Single-Family Detached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	59	403507	59	403507
5B	0-100%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	6433.79	450	2.62151e+06
5B	0-100%	Mobile Home	Owner	1940-59	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	0-100%	Mobile Home	Renter	1940-59	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	1	6433.79	95	620979
5B	100-150%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	450	2.62151e+06
5B	100-150%	Mobile Home	Owner	1940-59	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	100-150%	Mobile Home	Renter	1940-59	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	0	0	95	620979
5B	150-200%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	450	2.62151e+06
5B	150-200%	Mobile Home	Owner	1940-59	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	150-200%	Mobile Home	Renter	1940-59	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	0	0	95	620979
5B	200-300%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	670	2.77904e+06
5B	200-300%	Mobile Home	Owner	1940-59	0.0813976	0.0100604	0.254447	0.062897	0.254447	0.0344253	0.00425481	0.246853	0.0305099	0.0207087	0	0	0	611	2.52629e+06
5B	200-300%	Mobile Home	Renter	1940-59	0.139935	0.0172953	0.13669	0.0337886	0.13669	0.195621	0.0241779	0.281064	0.0347382	0	0	0	0	59	252752
5B	300-400%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	4179.67	670	2.77904e+06
5B	300-400%	Mobile Home	Owner	1940-59	0.0813976	0.0100604	0.254447	0.062897	0.254447	0.0344253	0.00425481	0.246853	0.0305099	0.0207087	0	1	4179.67	611	2.52629e+06
5B	300-400%	Mobile Home	Renter	1940-59	0.139935	0.0172953	0.13669	0.0337886	0.13669	0.195621	0.0241779	0.281064	0.0347382	0	0	0	0	59	252752
5B	400%+	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	3334.66	688	3.91074e+06
5B	400%+	Mobile Home	Owner	1940-59	0.0900039	0.0111241	0.275793	0.0681736	0.275793	0.0246055	0.00304113	0.202602	0.0250407	0.0238226	0	1	3334.66	638	3.63969e+06
5B	400%+	Mobile Home	Renter	1940-59	0.241736	0.0298775	0.141028	0.0348608	0.141028	0.130056	0.0160743	0.236153	0.0291874	0	0	0	0	50	271054
5B	Not Available	Mobile Home	Not Available	1940-59	0.0871602	0.0107726	0.247306	0.0611318	0.247306	0.0533422	0.00659285	0.239183	0.0295619	0.0176437	0	2	13948.1	1312	9.3113e+06
5B	Not Available	Mobile Home	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	7514.34	1162	8.16651e+06
5B	Not Available	Mobile Home	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	6433.79	150	1.14478e+06
5B	0-100%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	10	30993.2	10	30993.2
5B	0-100%	Mobile Home	Owner	1960-79	0.420146	0.0519281	0.172677	0.0426841	0.172677	0.068517	0.00846839	0.0559844	0.00691942	0	0	10	30993.2	10	30993.2
5B	0-100%	Mobile Home	Renter	1960-79	0.0925361	0.011437	0.139601	0.0345081	0.139601	0.182452	0.0225502	0.33581	0.0415047	0	0	0	0	86	382595
5B	100-150%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	7	16643.6	17	47636.8
5B	100-150%	Mobile Home	Owner	1960-79	0.273733	0.0338322	0.130092	0.0321575	0.130092	0.319659	0.0395084	0.0364243	0.00450188	0	0	7	16643.6	17	47636.8
5B	100-150%	Mobile Home	Renter	1960-79	0.0925361	0.011437	0.139601	0.0345081	0.139601	0.182452	0.0225502	0.33581	0.0415047	0	0	0	0	86	382595
5B	150-200%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	0	0	17	47636.8
5B	150-200%	Mobile Home	Owner	1960-79	0.273733	0.0338322	0.130092	0.0321575	0.130092	0.319659	0.0395084	0.0364243	0.00450188	0	0	0	0	17	47636.8
5B	150-200%	Mobile Home	Renter	1960-79	0.0925361	0.011437	0.139601	0.0345081	0.139601	0.182452	0.0225502	0.33581	0.0415047	0	0	0	0	86	382595
5B	200-300%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	3	12230.3	511	1.71006e+06
5B	200-300%	Mobile Home	Owner	1960-79	0.132129	0.0163306	0.280045	0.0692246	0.280045	0.0594092	0.00734272	0.130303	0.0161049	0.00906542	0	3	12230.3	452	1.46228e+06
5B	200-300%	Mobile Home	Renter	1960-79	0.197351	0.0243917	0.118124	0.0291993	0.118124	0.0807771	0.00998369	0.375623	0.0464253	0	0	0	0	59	247779
5B	300-400%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	3583.37	511	1.71006e+06
5B	300-400%	Mobile Home	Owner	1960-79	0.132129	0.0163306	0.280045	0.0692246	0.280045	0.0594092	0.00734272	0.130303	0.0161049	0.00906542	0	2	3583.37	452	1.46228e+06
5B	300-400%	Mobile Home	Renter	1960-79	0.197351	0.0243917	0.118124	0.0291993	0.118124	0.0807771	0.00998369	0.375623	0.0464253	0	0	0	0	59	247779
5B	400%+	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	7223.76	560	2.63759e+06
5B	400%+	Mobile Home	Owner	1960-79	0.0982579	0.0121442	0.31973	0.0790344	0.31973	0.0191841	0.00237106	0.112156	0.013862	0.0235298	0	2	7223.76	533	2.54492e+06
5B	400%+	Mobile Home	Renter	1960-79	0.152388	0.0188345	0.154215	0.0381206	0.154215	0.0285701	0.00353114	0.363828	0.0449675	0.0413295	0	0	0	27	92679.2
5B	Not Available	Mobile Home	Not Available	1960-79	0.248974	0.0307721	0.117971	0.0291615	0.117971	0.368185	0.045506	0.0368978	0.0045604	0	0	18	70674.3	18	70674.3
5B	Not Available	Mobile Home	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	18	70674.3	18	70674.3
5B	Not Available	Mobile Home	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	0	0	118	723053
5B	0-100%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	6	19930.1	19	66485.8
5B	0-100%	Mobile Home	Owner	1980-99	0.293764	0.0363079	0.210676	0.0429179	0.136568	0.170585	0.0210835	0.0784067	0.00969071	0	0	4	16261.9	14	45173.9
5B	0-100%	Mobile Home	Renter	1980-99	0.144109	0.0178112	0.150887	0.0330252	0.116316	0.35663	0.0440778	0.0691133	0.00854209	0.0594879	0	2	3668.19	34	136145
5B	100-150%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	7	23145.5	13	46555.7
5B	100-150%	Mobile Home	Owner	1980-99	0.307545	0.0380112	0.133316	0.0298157	0.107921	0.218711	0.0270317	0.122507	0.0151414	0	0	5	9868.34	10	28912
5B	100-150%	Mobile Home	Renter	1980-99	0.144109	0.0178112	0.150887	0.0330252	0.116316	0.35663	0.0440778	0.0691133	0.00854209	0.0594879	0	2	13277.2	34	136145
5B	150-200%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	6	23410.2	13	46555.7
5B	150-200%	Mobile Home	Owner	1980-99	0.307545	0.0380112	0.133316	0.0298157	0.107921	0.218711	0.0270317	0.122507	0.0151414	0	0	5	19043.7	10	28912
5B	150-200%	Mobile Home	Renter	1980-99	0.144109	0.0178112	0.150887	0.0330252	0.116316	0.35663	0.0440778	0.0691133	0.00854209	0.0594879	0	1	4366.49	34	136145
5B	200-300%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	31876.7	11	31876.7
5B	200-300%	Mobile Home	Owner	1980-99	0.293241	0.0362433	0.278095	0.0553404	0.169659	0.149005	0.0184163	0	0	0	0	9	24902.5	19	52789.4
5B	200-300%	Mobile Home	Renter	1980-99	0.0533213	0.00659027	0.229543	0.0500628	0.175511	0.224963	0.0278044	0.189688	0.0234445	0.019073	0	2	6974.24	53	159608
5B	300-400%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	27886.9	10	27886.9
5B	300-400%	Mobile Home	Owner	1980-99	0.35482	0.0438541	0.178073	0.0363039	0.115659	0.241448	0.0298419	0	0	0	0	10	27886.9	10	27886.9
5B	300-400%	Mobile Home	Renter	1980-99	0.0533213	0.00659027	0.229543	0.0500628	0.175511	0.224963	0.0278044	0.189688	0.0234445	0.019073	0	0	0	53	159608
5B	400%+	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	27095.1	11	27095.1
5B	400%+	Mobile Home	Owner	1980-99	0.204267	0.0252465	0.414326	0.084727	0.271192	0.00021424	2.64791e-05	0	0	0	0	10	26219.1	10	26219.1
5B	400%+	Mobile Home	Renter	1980-99	0.0456907	0.00564716	0.322916	0.0660107	0.211171	0.0456683	0.0056444	0.235073	0.0290539	0.0331251	0	1	875.925	31	111247
5B	Not Available	Mobile Home	Not Available	1980-99	0.222416	0.0274896	0.228641	0.0461811	0.145006	0.265755	0.0328462	0.0281817	0.00348313	0	0	33	153344	33	153344
5B	Not Available	Mobile Home	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	27	124182	27	124182
5B	Not Available	Mobile Home	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	6	29162	81	407001
5B	0-100%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	6	23204.6	103	360602
5B	0-100%	Mobile Home	Owner	2000-09	0.208341	0.0257501	0.264779	0.0818136	0.397168	0	0	0	0	0.0221483	0	5	17861.7	81	279843
5B	0-100%	Mobile Home	Renter	2000-09	0.126728	0.015663	0.305309	0.094337	0.457963	0	0	0	0	0	0	1	5342.83	22	80759
5B	100-150%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	3940.5	103	360602
5B	100-150%	Mobile Home	Owner	2000-09	0.208341	0.0257501	0.264779	0.0818136	0.397168	0	0	0	0	0.0221483	0	1	3940.5	81	279843
5B	100-150%	Mobile Home	Renter	2000-09	0.126728	0.015663	0.305309	0.094337	0.457963	0	0	0	0	0	0	0	0	22	80759
5B	150-200%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	103	360602
5B	150-200%	Mobile Home	Owner	2000-09	0.208341	0.0257501	0.264779	0.0818136	0.397168	0	0	0	0	0.0221483	0	0	0	81	279843
5B	150-200%	Mobile Home	Renter	2000-09	0.126728	0.015663	0.305309	0.094337	0.457963	0	0	0	0	0	0	0	0	22	80759
5B	200-300%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	10273	223	662008
5B	200-300%	Mobile Home	Owner	2000-09	0.278905	0.0344714	0.23785	0.073493	0.356775	0	0	0	0	0.0185058	0	3	10273	193	544757
5B	200-300%	Mobile Home	Renter	2000-09	0.179374	0.0221698	0.28425	0.0878302	0.426376	0	0	0	0	0	0	0	0	30	117251
5B	300-400%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	4127.77	223	662008
5B	300-400%	Mobile Home	Owner	2000-09	0.278905	0.0344714	0.23785	0.073493	0.356775	0	0	0	0	0.0185058	0	1	4127.77	193	544757
5B	300-400%	Mobile Home	Renter	2000-09	0.179374	0.0221698	0.28425	0.0878302	0.426376	0	0	0	0	0	0	0	0	30	117251
5B	400%+	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	345	1.51603e+06
5B	400%+	Mobile Home	Owner	2000-09	0.205265	0.0253698	0.260017	0.0803422	0.390025	0	0	0	0	0.0389816	0	0	0	324	1.44638e+06
5B	400%+	Mobile Home	Renter	2000-09	0.228815	0.0282805	0.264474	0.0817195	0.396711	0	0	0	0	0	0	0	0	21	69644.9
5B	Not Available	Mobile Home	Not Available	2000-09	0.219699	0.0271538	0.257558	0.0795827	0.386338	0	0	0	0	0.0296682	0	9	41545.8	514	2.53864e+06
5B	Not Available	Mobile Home	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	8	36203	459	2.27098e+06
5B	Not Available	Mobile Home	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	5342.83	55	267655
5B	0-100%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	50	147050
5B	0-100%	Mobile Home	Owner	2010s	0	0	0	0	0.949353	0	0	0	0	0.0506471	0	0	0	32	93991.7
5B	0-100%	Mobile Home	Renter	2010s	0	0	0	0	0.797965	0	0	0	0	0.202035	0	0	0	18	53058
5B	100-150%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	50	147050
5B	100-150%	Mobile Home	Owner	2010s	0	0	0	0	0.949353	0	0	0	0	0.0506471	0	0	0	32	93991.7
5B	100-150%	Mobile Home	Renter	2010s	0	0	0	0	0.797965	0	0	0	0	0.202035	0	0	0	18	53058
5B	150-200%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	6747.49	50	147050
5B	150-200%	Mobile Home	Owner	2010s	0	0	0	0	0.949353	0	0	0	0	0.0506471	0	0	0	32	93991.7
5B	150-200%	Mobile Home	Renter	2010s	0	0	0	0	0.797965	0	0	0	0	0.202035	0	1	6747.49	18	53058
5B	200-300%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	1301.27	126	283173
5B	200-300%	Mobile Home	Owner	2010s	0	0	0	0	0.908533	0	0	0	0	0.0914666	0	1	1294.81	112	239007
5B	200-300%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	6.45413	14	44166.1
5B	300-400%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	3851.38	126	283173
5B	300-400%	Mobile Home	Owner	2010s	0	0	0	0	0.908533	0	0	0	0	0.0914666	0	2	3851.38	112	239007
5B	300-400%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	44166.1
5B	400%+	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	893.208	208	862867
5B	400%+	Mobile Home	Owner	2010s	0	0	0	0	0.939291	0	0	0	0	0.0607095	0	1	893.208	195	808279
5B	400%+	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	13	54588.1
5B	Not Available	Mobile Home	Not Available	2010s	0	0	0	0	0.931593	0	0	0	0	0.068407	0	3	12793.3	296	1.29309e+06
5B	Not Available	Mobile Home	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	2	6039.4	264	1.14128e+06
5B	Not Available	Mobile Home	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	1	6753.94	32	151812
5B	0-100%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	450	2.62151e+06
5B	0-100%	Mobile Home	Owner	<1940	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	0-100%	Mobile Home	Renter	<1940	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	0	0	95	620979
5B	100-150%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	450	2.62151e+06
5B	100-150%	Mobile Home	Owner	<1940	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	100-150%	Mobile Home	Renter	<1940	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	0	0	95	620979
5B	150-200%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	450	2.62151e+06
5B	150-200%	Mobile Home	Owner	<1940	0.0669095	0.00826971	0.242215	0.0598734	0.242215	0.0885283	0.0109417	0.238893	0.0295261	0.012628	0	0	0	355	2.00053e+06
5B	150-200%	Mobile Home	Renter	<1940	0.0702245	0.00867943	0.159098	0.0393276	0.159098	0.0939816	0.0116157	0.407598	0.0503773	0	0	0	0	95	620979
5B	200-300%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	670	2.77904e+06
5B	200-300%	Mobile Home	Owner	<1940	0.0813976	0.0100604	0.254447	0.062897	0.254447	0.0344253	0.00425481	0.246853	0.0305099	0.0207087	0	0	0	611	2.52629e+06
5B	200-300%	Mobile Home	Renter	<1940	0.139935	0.0172953	0.13669	0.0337886	0.13669	0.195621	0.0241779	0.281064	0.0347382	0	0	0	0	59	252752
5B	300-400%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	670	2.77904e+06
