Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=Other Fuel	Option=Propane	Option=Solar Thermal	Option=Wood	source_count	source_weight	fallback_count	fallback_weight
Single-Family Detached	Other Fuel	TN	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	TX	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	TX	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	TX	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	TX	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	TX	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	UT	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	UT	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	UT	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	UT	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	UT	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	VA	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	VA	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	VA	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	VA	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	VA	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	VT	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	VT	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	VT	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	VT	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	VT	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WA	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WA	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WA	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WA	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WA	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WI	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WI	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WI	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WI	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WI	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WV	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WV	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WV	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WV	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WV	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WY	1	0	0	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WY	1	0	0	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WY	1	0	0	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WY	1	0	0	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WY	1	0	0	0	0	0	0	0	0	7	44591
Mobile Home	Propane	AK	0.273017	0	0.034327	0	0.692656	0	0	1	931.675	46	365134
Multi-Family with 2 - 4 Units	Propane	AK	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	AK	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	AK	0.273017	0	0.034327	0	0.692656	0	0	0	0	46	365134
Single-Family Detached	Propane	AK	0.273017	0	0.034327	0	0.692656	0	0	4	3774.1	46	365134
Mobile Home	Propane	AL	0.879345	0	0	0	0.120655	0	0	4	35598.1	11	90307.7
Multi-Family with 2 - 4 Units	Propane	AL	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	AL	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	AL	0.879345	0	0	0	0.120655	0	0	0	0	11	90307.7
Single-Family Detached	Propane	AL	0.879345	0	0	0	0.120655	0	0	7	54709.6	11	90307.7
Mobile Home	Propane	AR	0.402408	0	0	0	0.597592	0	0	1	4764.62	12	49445
Multi-Family with 2 - 4 Units	Propane	AR	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	AR	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	AR	0.445319	0	0	0	0.554681	0	0	0	0	11	44680.4
Single-Family Detached	Propane	AR	0.445319	0	0	0	0.554681	0	0	11	44680.4	11	44680.4
Mobile Home	Propane	AZ	0.35365	0	0	0	0.64635	0	0	3	18176.6	10	54633.2
Multi-Family with 2 - 4 Units	Propane	AZ	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	AZ	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	AZ	0.35365	0	0	0	0.64635	0	0	0	0	10	54633.2
Single-Family Detached	Propane	AZ	0.35365	0	0	0	0.64635	0	0	7	36456.7	10	54633.2
Mobile Home	Propane	CA	0.243725	0	0.0449138	0	0.711362	0	0	2	23160.2	26	279067
Multi-Family with 2 - 4 Units	Propane	CA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	CA	0.734571	0	0	0	0.265429	0	0	1	18703.8	34	191691
Single-Family Attached	Propane	CA	0.265782	0	0	0	0.734218	0	0	0	0	24	255907
Single-Family Detached	Propane	CA	0.265782	0	0	0	0.734218	0	0	24	255907	24	255907
Mobile Home	Propane	CO	0.284474	0	0	0	0.715526	0	0	2	10054.4	13	77813.4
Multi-Family with 2 - 4 Units	Propane	CO	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	CO	0.734571	0	0	0	0.265429	0	0	2	15072.9	34	191691
Single-Family Attached	Propane	CO	0.178302	0	0	0	0.821698	0	0	0	0	11	67759.1
Single-Family Detached	Propane	CO	0.178302	0	0	0	0.821698	0	0	11	67759.1	11	67759.1
Mobile Home	Propane	CT	0.554735	0	0	0	0.445265	0	0	2	11061.5	15	53761.1
Multi-Family with 2 - 4 Units	Propane	CT	0.455664	0	0	0	0.544336	0	0	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	CT	0.455664	0	0	0	0.544336	0	0	1	6671.25	13	42781.1
Single-Family Attached	Propane	CT	0.439387	0	0	0	0.560613	0	0	0	0	13	42699.7
Single-Family Detached	Propane	CT	0.439387	0	0	0	0.560613	0	0	13	42699.7	13	42699.7
Mobile Home	Propane	DC	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Multi-Family with 2 - 4 Units	Propane	DC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	DC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	DC	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Single-Family Detached	Propane	DC	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Mobile Home	Propane	DE	0.212918	0	0	0	0.787082	0	0	4	11568.6	13	34736.6
Multi-Family with 2 - 4 Units	Propane	DE	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	DE	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	DE	0.212918	0	0	0	0.787082	0	0	1	1891.62	13	34736.6
Single-Family Detached	Propane	DE	0.212918	0	0	0	0.787082	0	0	8	21276.4	13	34736.6
Mobile Home	Propane	FL	0.652738	0	0.00826427	0	0.338998	0	0	1	13254.5	98	680865
Multi-Family with 2 - 4 Units	Propane	FL	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	FL	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	FL	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Single-Family Detached	Propane	FL	0.652738	0	0.00826427	0	0.338998	0	0	1	14835	98	680865
Mobile Home	Propane	GA	0.709817	0	0	0	0.290183	0	0	5	59595	18	178597
Multi-Family with 2 - 4 Units	Propane	GA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	GA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	GA	0.564497	0	0	0	0.435503	0	0	0	0	13	119002
Single-Family Detached	Propane	GA	0.564497	0	0	0	0.435503	0	0	13	119002	13	119002
Mobile Home	Propane	HI	0.273017	0	0.034327	0	0.692656	0	0	0	0	46	365134
Multi-Family with 2 - 4 Units	Propane	HI	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	HI	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	HI	0.273017	0	0.034327	0	0.692656	0	0	0	0	46	365134
Single-Family Detached	Propane	HI	0.273017	0	0.034327	0	0.692656	0	0	1	1424.56	46	365134
Mobile Home	Propane	IA	0.43097	0	0	0	0.56903	0	0	1	4777.85	39	160277
Multi-Family with 2 - 4 Units	Propane	IA	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	IA	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Single-Family Attached	Propane	IA	0.413486	0	0	0	0.586514	0	0	0	0	38	155499
Single-Family Detached	Propane	IA	0.413486	0	0	0	0.586514	0	0	38	155499	38	155499
Mobile Home	Propane	ID	0.684239	0	0	0	0.315761	0	0	4	8543.66	16	37308.4
Multi-Family with 2 - 4 Units	Propane	ID	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	ID	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	ID	0.748891	0	0	0	0.251109	0	0	0	0	12	28764.7
Single-Family Detached	Propane	ID	0.748891	0	0	0	0.251109	0	0	12	28764.7	12	28764.7
Mobile Home	Propane	IL	0.361846	0	0	0	0.638154	0	0	0	0	20	176317
Multi-Family with 2 - 4 Units	Propane	IL	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	IL	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Single-Family Attached	Propane	IL	0.361846	0	0	0	0.638154	0	0	1	4526.98	20	176317
Single-Family Detached	Propane	IL	0.371381	0	0	0	0.628619	0	0	19	171790	19	171790
Mobile Home	Propane	IN	0.627063	0	0	0	0.372937	0	0	0	0	30	188856
Multi-Family with 2 - 4 Units	Propane	IN	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	IN	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Single-Family Attached	Propane	IN	0.627063	0	0	0	0.372937	0	0	2	9116.45	30	188856
Single-Family Detached	Propane	IN	0.658868	0	0	0	0.341132	0	0	28	179740	28	179740
Mobile Home	Propane	KS	0.298409	0	0	0	0.701591	0	0	3	15587.8	14	69705.9
Multi-Family with 2 - 4 Units	Propane	KS	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	KS	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Single-Family Attached	Propane	KS	0.183322	0	0	0	0.816678	0	0	0	0	11	54118.1
Single-Family Detached	Propane	KS	0.183322	0	0	0	0.816678	0	0	11	54118.1	11	54118.1
Mobile Home	Propane	KY	0.798943	0	0	0	0.201057	0	0	0	0	16	65385.8
Multi-Family with 2 - 4 Units	Propane	KY	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	KY	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	KY	0.798943	0	0	0	0.201057	0	0	0	0	16	65385.8
Single-Family Detached	Propane	KY	0.798943	0	0	0	0.201057	0	0	16	65385.8	16	65385.8
Mobile Home	Propane	LA	0.346369	0	0	0	0.653631	0	0	1	6558.07	46	342282
Multi-Family with 2 - 4 Units	Propane	LA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	LA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	LA	0.346369	0	0	0	0.653631	0	0	0	0	46	342282
Single-Family Detached	Propane	LA	0.346369	0	0	0	0.653631	0	0	1	5449.18	46	342282
Mobile Home	Propane	MA	0.50638	0	0.100596	0	0.393023	0	0	1	6702.42	16	63101.9
Multi-Family with 2 - 4 Units	Propane	MA	0.455664	0	0	0	0.544336	0	0	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	MA	0.455664	0	0	0	0.544336	0	0	1	6395.74	13	42781.1
Single-Family Attached	Propane	MA	0.447719	0	0.112551	0	0.43973	0	0	2	5203.98	15	56399.5
Single-Family Detached	Propane	MA	0.49323	0	0.123992	0	0.382779	0	0	13	51195.5	13	51195.5
Mobile Home	Propane	MD	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Multi-Family with 2 - 4 Units	Propane	MD	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	MD	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	MD	0.652738	0	0.00826427	0	0.338998	0	0	0	0	98	680865
Single-Family Detached	Propane	MD	0.652738	0	0.00826427	0	0.338998	0	0	2	14733.4	98	680865
Mobile Home	Propane	ME	0.33888	0	0	0	0.627852	0.0332672	0	2	5832.81	37	78010.6
Multi-Family with 2 - 4 Units	Propane	ME	0.455664	0	0	0	0.544336	0	0	4	13133.3	13	42781.1
Multi-Family with 5+ Units	Propane	ME	0.455664	0	0	0	0.544336	0	0	0	0	13	42781.1
Single-Family Attached	Propane	ME	0.326106	0	0	0	0.637939	0.0359556	0	4	5257.94	35	72177.8
Single-Family Detached	Propane	ME	0.311166	0	0	0	0.650054	0.0387806	0	31	66919.8	31	66919.8
Mobile Home	Propane	MI	0.403704	0	0	0	0.596296	0	0	5	55552.1	32	333158
Multi-Family with 2 - 4 Units	Propane	MI	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	MI	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Single-Family Attached	Propane	MI	0.404036	0	0	0	0.595964	0	0	0	0	27	277606
Single-Family Detached	Propane	MI	0.404036	0	0	0	0.595964	0	0	27	277606	27	277606
Mobile Home	Propane	MN	0.792806	0	0	0	0.207194	0	0	4	27397.5	42	285619
Multi-Family with 2 - 4 Units	Propane	MN	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	MN	0.901956	0	0	0	0.0980437	0	0	4	38086.7	10	48392.6
Single-Family Attached	Propane	MN	0.770823	0	0	0	0.229177	0	0	0	0	38	258222
Single-Family Detached	Propane	MN	0.770823	0	0	0	0.229177	0	0	38	258222	38	258222
Mobile Home	Propane	MO	0.658269	0	0	0	0.341731	0	0	2	18297.2	20	160653
Multi-Family with 2 - 4 Units	Propane	MO	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	MO	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Single-Family Attached	Propane	MO	0.614346	0	0	0	0.385654	0	0	2	9476.1	18	142356
Single-Family Detached	Propane	MO	0.617636	0	0	0	0.382364	0	0	16	132880	16	132880
Mobile Home	Propane	MS	0.644498	0	0	0	0.355502	0	0	4	25361.8	18	113874
Multi-Family with 2 - 4 Units	Propane	MS	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	MS	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	MS	0.542634	0	0	0	0.457366	0	0	0	0	14	88512.3
Single-Family Detached	Propane	MS	0.542634	0	0	0	0.457366	0	0	14	88512.3	14	88512.3
Mobile Home	Propane	MT	0.551726	0	0	0	0.448274	0	0	4	8504.84	15	37532.3
Multi-Family with 2 - 4 Units	Propane	MT	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	MT	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	MT	0.571407	0	0	0	0.428593	0	0	0	0	11	29027.4
Single-Family Detached	Propane	MT	0.571407	0	0	0	0.428593	0	0	11	29027.4	11	29027.4
Mobile Home	Propane	NC	0.78513	0	0	0	0.21487	0	0	1	8566.97	20	162719
Multi-Family with 2 - 4 Units	Propane	NC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	NC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	NC	0.773188	0	0	0	0.226812	0	0	0	0	19	154152
Single-Family Detached	Propane	NC	0.773188	0	0	0	0.226812	0	0	19	154152	19	154152
Mobile Home	Propane	ND	0.749177	0	0	0	0.250823	0	0	6	5788.18	44	39905.4
Multi-Family with 2 - 4 Units	Propane	ND	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	ND	0.901956	0	0	0	0.0980437	0	0	5	6944.19	10	48392.6
Single-Family Attached	Propane	ND	0.75893	0	0	0	0.24107	0	0	1	743.501	38	34117.2
Single-Family Detached	Propane	ND	0.753559	0	0	0	0.246441	0	0	37	33373.7	37	33373.7
Mobile Home	Propane	NE	0.630106	0	0	0	0.369894	0	0	0	0	190	787686
Multi-Family with 2 - 4 Units	Propane	NE	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	NE	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Single-Family Attached	Propane	NE	0.630106	0	0	0	0.369894	0	0	0	0	190	787686
Single-Family Detached	Propane	NE	0.630106	0	0	0	0.369894	0	0	7	27713.4	190	787686
Mobile Home	Propane	NH	0.319088	0	0	0	0.680912	0	0	1	3402.43	28	71637.6
Multi-Family with 2 - 4 Units	Propane	NH	0.455664	0	0	0	0.544336	0	0	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	NH	0.455664	0	0	0	0.544336	0	0	2	7879.15	13	42781.1
Single-Family Attached	Propane	NH	0.334999	0	0	0	0.665001	0	0	3	4224.39	27	68235.2
Single-Family Detached	Propane	NH	0.357107	0	0	0	0.642893	0	0	24	64010.8	24	64010.8
Mobile Home	Propane	NJ	0.485473	0	0.0185863	0	0.495941	0	0	1	5836.37	89	614373
Multi-Family with 2 - 4 Units	Propane	NJ	0.586871	0	0	0	0.413129	0	0	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	NJ	0.586871	0	0	0	0.413129	0	0	0	0	16	72790.5
Single-Family Attached	Propane	NJ	0.485473	0	0.0185863	0	0.495941	0	0	0	0	89	614373
Single-Family Detached	Propane	NJ	0.485473	0	0.0185863	0	0.495941	0	0	5	30456.3	89	614373
Mobile Home	Propane	NM	0.171442	0	0	0	0.828558	0	0	0	0	28	135689
Multi-Family with 2 - 4 Units	Propane	NM	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	NM	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	NM	0.171442	0	0	0	0.828558	0	0	0	0	28	135689
Single-Family Detached	Propane	NM	0.171442	0	0	0	0.828558	0	0	9	38516.7	28	135689
Mobile Home	Propane	NV	0.171442	0	0	0	0.828558	0	0	2	12729.4	28	135689
Multi-Family with 2 - 4 Units	Propane	NV	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	NV	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	NV	0.171442	0	0	0	0.828558	0	0	0	0	28	135689
Single-Family Detached	Propane	NV	0.171442	0	0	0	0.828558	0	0	7	29809.8	28	135689
Mobile Home	Propane	NY	0.42092	0	0	0	0.57908	0	0	8	54262.1	46	293596
Multi-Family with 2 - 4 Units	Propane	NY	0.586871	0	0	0	0.413129	0	0	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	NY	0.586871	0	0	0	0.413129	0	0	2	23224.9	16	72790.5
Single-Family Attached	Propane	NY	0.316953	0	0	0	0.683047	0	0	1	3867.9	38	239334
Single-Family Detached	Propane	NY	0.32216	0	0	0	0.67784	0	0	37	235466	37	235466
Mobile Home	Propane	OH	0.548223	0	0	0	0.451777	0	0	3	39714.4	25	341894
Multi-Family with 2 - 4 Units	Propane	OH	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	OH	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Single-Family Attached	Propane	OH	0.57565	0	0	0	0.42435	0	0	0	0	22	302179
Single-Family Detached	Propane	OH	0.57565	0	0	0	0.42435	0	0	22	302179	22	302179
Mobile Home	Propane	OK	0.346369	0	0	0	0.653631	0	0	3	22049.7	46	342282
Multi-Family with 2 - 4 Units	Propane	OK	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	OK	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	OK	0.346369	0	0	0	0.653631	0	0	0	0	46	342282
Single-Family Detached	Propane	OK	0.346369	0	0	0	0.653631	0	0	5	30850.7	46	342282
Mobile Home	Propane	OR	0.268726	0	0.0349132	0	0.696361	0	0	1	7522.3	40	359004
Multi-Family with 2 - 4 Units	Propane	OR	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	OR	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	OR	0.268726	0	0.0349132	0	0.696361	0	0	0	0	40	359004
Single-Family Detached	Propane	OR	0.268726	0	0.0349132	0	0.696361	0	0	5	24509.4	40	359004
Mobile Home	Propane	PA	0.571528	0	0.040139	0	0.388333	0	0	5	43598.8	37	284485
Multi-Family with 2 - 4 Units	Propane	PA	0.586871	0	0	0	0.413129	0	0	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	PA	0.586871	0	0	0	0.413129	0	0	1	6784.55	16	72790.5
Single-Family Attached	Propane	PA	0.541382	0	0	0	0.458618	0	0	1	7498.32	32	240886
Single-Family Detached	Propane	PA	0.558775	0	0	0	0.441225	0	0	31	233387	31	233387
Mobile Home	Propane	RI	0.417611	0	0.0212468	0	0.552456	0.00868636	0	0	0	131	298766
Multi-Family with 2 - 4 Units	Propane	RI	0.455664	0	0	0	0.544336	0	0	1	3074.27	13	42781.1
Multi-Family with 5+ Units	Propane	RI	0.455664	0	0	0	0.544336	0	0	0	0	13	42781.1
Single-Family Attached	Propane	RI	0.417611	0	0.0212468	0	0.552456	0.00868636	0	0	0	131	298766
Single-Family Detached	Propane	RI	0.417611	0	0.0212468	0	0.552456	0.00868636	0	2	3078.49	131	298766
Mobile Home	Propane	SC	0.684003	0	0.0559654	0	0.260031	0	0	4	29086.8	16	100542
Multi-Family with 2 - 4 Units	Propane	SC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	SC	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	SC	0.659242	0	0.0787469	0	0.262011	0	0	1	4345.02	12	71454.9
Single-Family Detached	Propane	SC	0.63718	0	0.0838454	0	0.278975	0	0	11	67109.9	11	67109.9
Mobile Home	Propane	SD	0.575014	0	0	0	0.424986	0	0	2	4043.1	24	43811.9
Multi-Family with 2 - 4 Units	Propane	SD	0.901956	0	0	0	0.0980437	0	0	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	SD	0.901956	0	0	0	0.0980437	0	0	1	3361.73	10	48392.6
Single-Family Attached	Propane	SD	0.531808	0	0	0	0.468192	0	0	0	0	22	39768.8
Single-Family Detached	Propane	SD	0.531808	0	0	0	0.468192	0	0	22	39768.8	22	39768.8
Mobile Home	Propane	TN	0.826239	0	0	0	0.173761	0	0	5	28207.1	16	81986
Multi-Family with 2 - 4 Units	Propane	TN	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	TN	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	TN	0.836706	0	0	0	0.163294	0	0	0	0	11	53778.9
Single-Family Detached	Propane	TN	0.836706	0	0	0	0.163294	0	0	11	53778.9	11	53778.9
Mobile Home	Propane	TX	0.278345	0	0	0	0.721655	0	0	2	24921.7	24	227929
Multi-Family with 2 - 4 Units	Propane	TX	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	TX	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	TX	0.189753	0	0	0	0.810247	0	0	0	0	22	203008
Single-Family Detached	Propane	TX	0.189753	0	0	0	0.810247	0	0	22	203008	22	203008
Mobile Home	Propane	UT	0.45324	0	0	0	0.54676	0	0	0	0	61	178576
Multi-Family with 2 - 4 Units	Propane	UT	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	UT	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	UT	0.45324	0	0	0	0.54676	0	0	0	0	61	178576
Single-Family Detached	Propane	UT	0.45324	0	0	0	0.54676	0	0	1	7724.34	61	178576
Mobile Home	Propane	VA	0.491832	0	0	0	0.508168	0	0	0	0	19	133426
Multi-Family with 2 - 4 Units	Propane	VA	0.734571	0	0	0	0.265429	0	0	2	13623.4	34	191691
Multi-Family with 5+ Units	Propane	VA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	VA	0.491832	0	0	0	0.508168	0	0	0	0	19	133426
Single-Family Detached	Propane	VA	0.491832	0	0	0	0.508168	0	0	19	133426	19	133426
Mobile Home	Propane	VT	0.363917	0	0	0	0.636083	0	0	2	2212.92	33	29176.6
Multi-Family with 2 - 4 Units	Propane	VT	0.455664	0	0	0	0.544336	0	0	1	1500.99	13	42781.1
Multi-Family with 5+ Units	Propane	VT	0.455664	0	0	0	0.544336	0	0	3	4126.4	13	42781.1
Single-Family Attached	Propane	VT	0.311714	0	0	0	0.688286	0	0	7	4015.04	31	26963.7
Single-Family Detached	Propane	VT	0.340049	0	0	0	0.659951	0	0	24	22948.7	24	22948.7
Mobile Home	Propane	WA	0.268726	0	0.0349132	0	0.696361	0	0	1	5882.95	40	359004
Multi-Family with 2 - 4 Units	Propane	WA	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	WA	0.734571	0	0	0	0.265429	0	0	1	7789.64	34	191691
Single-Family Attached	Propane	WA	0.268726	0	0.0349132	0	0.696361	0	0	0	0	40	359004
Single-Family Detached	Propane	WA	0.268726	0	0.0349132	0	0.696361	0	0	7	42021.9	40	359004
