Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
150-200%	Multi-Family with 5+ Units	NJ	Not Available	0	0	1	8	66004.3	46	339939
150-200%	Multi-Family with 5+ Units	NJ	Owner	0	1	0	2	11580.5	13	97506.8
150-200%	Multi-Family with 5+ Units	NJ	Renter	0.173088	0.826912	0	6	54423.8	43	326113
200-300%	Multi-Family with 5+ Units	NJ	Not Available	0	0	1	16	95063.2	16	95063.2
200-300%	Multi-Family with 5+ Units	NJ	Owner	0	1	0	2	4547.23	12	86927.8
200-300%	Multi-Family with 5+ Units	NJ	Renter	0.0215844	0.978416	0	14	90516	14	90516
300-400%	Multi-Family with 5+ Units	NJ	Not Available	0	0	1	10	75679.9	10	75679.9
300-400%	Multi-Family with 5+ Units	NJ	Owner	0.191749	0.808251	0	1	4840.86	16	92489.5
300-400%	Multi-Family with 5+ Units	NJ	Renter	0.0760715	0.923929	0	9	70839	42	304404
400%+	Multi-Family with 5+ Units	NJ	Not Available	0	0	1	45	343523	45	343523
400%+	Multi-Family with 5+ Units	NJ	Owner	0.0855129	0.914487	0	13	125325	13	125325
400%+	Multi-Family with 5+ Units	NJ	Renter	0.050614	0.949386	0	32	218198	32	218198
Not Available	Multi-Family with 5+ Units	NJ	Not Available	0.0747933	0.925207	0	73	698783	73	698783
Not Available	Multi-Family with 5+ Units	NJ	Owner	0	0	1	16	150569	16	150569
Not Available	Multi-Family with 5+ Units	NJ	Renter	0	0	1	57	548214	57	548214
0-100%	Multi-Family with 5+ Units	NM	Not Available	0	0	1	4	22563.5	21	153480
0-100%	Multi-Family with 5+ Units	NM	Owner	0.0372053	0.962795	0	1	5443.3	25	130917
0-100%	Multi-Family with 5+ Units	NM	Renter	0.115329	0.884671	0	3	17120.2	20	148037
100-150%	Multi-Family with 5+ Units	NM	Not Available	0	0	1	5	1672.11	21	88469.6
100-150%	Multi-Family with 5+ Units	NM	Owner	0.0372053	0.962795	0	1	19.6746	25	130917
100-150%	Multi-Family with 5+ Units	NM	Renter	0	1	0	4	1652.44	19	81011.8
150-200%	Multi-Family with 5+ Units	NM	Not Available	0	0	1	5	29775.4	19	104313
150-200%	Multi-Family with 5+ Units	NM	Owner	0.0372053	0.962795	0	0	0	25	130917
150-200%	Multi-Family with 5+ Units	NM	Renter	0.0114657	0.988534	0	5	29775.4	18	102321
200-300%	Multi-Family with 5+ Units	NM	Not Available	0	0	1	0	0	26	135292
200-300%	Multi-Family with 5+ Units	NM	Owner	0.0103208	0.989679	0	0	0	44	149002
200-300%	Multi-Family with 5+ Units	NM	Renter	0.117959	0.882041	0	0	0	24	130647
300-400%	Multi-Family with 5+ Units	NM	Not Available	0	0	1	2	12696.7	21	111600
300-400%	Multi-Family with 5+ Units	NM	Owner	0.0103208	0.989679	0	0	0	44	149002
300-400%	Multi-Family with 5+ Units	NM	Renter	0	1	0	2	12696.7	19	100904
400%+	Multi-Family with 5+ Units	NM	Not Available	0	0	1	4	9502.38	30	144886
400%+	Multi-Family with 5+ Units	NM	Owner	0.0673447	0.932655	0	1	4189.55	44	311069
400%+	Multi-Family with 5+ Units	NM	Renter	0	1	0	3	5312.83	29	140697
Not Available	Multi-Family with 5+ Units	NM	Not Available	0	1	0	13	76210	13	76210
Not Available	Multi-Family with 5+ Units	NM	Owner	0	0	1	2	9652.53	83	590988
Not Available	Multi-Family with 5+ Units	NM	Renter	0	0	1	11	66557.5	11	66557.5
0-100%	Multi-Family with 5+ Units	NV	Not Available	0	0	1	10	76289.2	10	76289.2
0-100%	Multi-Family with 5+ Units	NV	Owner	0.0372053	0.962795	0	0	0	25	130917
0-100%	Multi-Family with 5+ Units	NV	Renter	0.223794	0.776206	0	10	76289.2	10	76289.2
100-150%	Multi-Family with 5+ Units	NV	Not Available	0	0	1	9	31417.4	21	88469.6
100-150%	Multi-Family with 5+ Units	NV	Owner	0.0372053	0.962795	0	1	7438.13	25	130917
100-150%	Multi-Family with 5+ Units	NV	Renter	0	1	0	8	23979.3	19	81011.8
150-200%	Multi-Family with 5+ Units	NV	Not Available	0	0	1	9	53021.8	19	104313
150-200%	Multi-Family with 5+ Units	NV	Owner	0.0372053	0.962795	0	1	1991.71	25	130917
150-200%	Multi-Family with 5+ Units	NV	Renter	0.0114657	0.988534	0	8	51030.1	18	102321
200-300%	Multi-Family with 5+ Units	NV	Not Available	0	0	1	6	23691.9	26	135292
200-300%	Multi-Family with 5+ Units	NV	Owner	0.0103208	0.989679	0	0	0	44	149002
200-300%	Multi-Family with 5+ Units	NV	Renter	0.117959	0.882041	0	6	23691.9	24	130647
300-400%	Multi-Family with 5+ Units	NV	Not Available	0	0	1	6	23327.1	21	111600
300-400%	Multi-Family with 5+ Units	NV	Owner	0.0103208	0.989679	0	0	0	44	149002
300-400%	Multi-Family with 5+ Units	NV	Renter	0	1	0	6	23327.1	19	100904
400%+	Multi-Family with 5+ Units	NV	Not Available	0	0	1	11	59775.8	11	59775.8
400%+	Multi-Family with 5+ Units	NV	Owner	0.0673447	0.932655	0	0	0	44	311069
400%+	Multi-Family with 5+ Units	NV	Renter	0	1	0	11	59775.8	11	59775.8
Not Available	Multi-Family with 5+ Units	NV	Not Available	0.0894782	0.910522	0	35	267523	35	267523
Not Available	Multi-Family with 5+ Units	NV	Owner	0	0	1	1	9429.84	83	590988
Not Available	Multi-Family with 5+ Units	NV	Renter	0	0	1	34	258093	34	258093
0-100%	Multi-Family with 5+ Units	NY	Not Available	0	0	1	36	386075	36	386075
0-100%	Multi-Family with 5+ Units	NY	Owner	0.0757902	0.92421	0	3	31800.3	20	175426
0-100%	Multi-Family with 5+ Units	NY	Renter	0.100484	0.899516	0	33	354275	33	354275
100-150%	Multi-Family with 5+ Units	NY	Not Available	0	0	1	26	142532	26	142532
100-150%	Multi-Family with 5+ Units	NY	Owner	0	1	0	1	40.0925	13	97506.8
100-150%	Multi-Family with 5+ Units	NY	Renter	0.110983	0.889017	0	25	142491	25	142491
150-200%	Multi-Family with 5+ Units	NY	Not Available	0	0	1	24	190477	24	190477
150-200%	Multi-Family with 5+ Units	NY	Owner	0	1	0	0	0	13	97506.8
150-200%	Multi-Family with 5+ Units	NY	Renter	0.228314	0.771686	0	24	190477	24	190477
200-300%	Multi-Family with 5+ Units	NY	Not Available	0	0	1	52	330976	52	330976
200-300%	Multi-Family with 5+ Units	NY	Owner	0	1	0	10	82380.6	10	82380.6
200-300%	Multi-Family with 5+ Units	NY	Renter	0.165047	0.834953	0	42	248595	42	248595
300-400%	Multi-Family with 5+ Units	NY	Not Available	0	0	1	28	202490	28	202490
300-400%	Multi-Family with 5+ Units	NY	Owner	0.191749	0.808251	0	7	43622.4	16	92489.5
300-400%	Multi-Family with 5+ Units	NY	Renter	0.0740611	0.925939	0	21	158868	21	158868
400%+	Multi-Family with 5+ Units	NY	Not Available	0	0	1	135	1.34533e+06	135	1.34533e+06
400%+	Multi-Family with 5+ Units	NY	Owner	0.0423819	0.957618	0	43	455913	43	455913
400%+	Multi-Family with 5+ Units	NY	Renter	0.0511573	0.948843	0	92	889421	92	889421
Not Available	Multi-Family with 5+ Units	NY	Not Available	0.0818052	0.918195	0	240	2.59788e+06	240	2.59788e+06
Not Available	Multi-Family with 5+ Units	NY	Owner	0	0	1	56	613756	56	613756
Not Available	Multi-Family with 5+ Units	NY	Renter	0	0	1	184	1.98413e+06	184	1.98413e+06
0-100%	Multi-Family with 5+ Units	OH	Not Available	0	0	1	10	197478	10	197478
0-100%	Multi-Family with 5+ Units	OH	Owner	0.10542	0.89458	0	0	0	16	170578
0-100%	Multi-Family with 5+ Units	OH	Renter	0	1	0	10	197478	10	197478
100-150%	Multi-Family with 5+ Units	OH	Not Available	0	0	1	6	107553	38	293485
100-150%	Multi-Family with 5+ Units	OH	Owner	0.10542	0.89458	0	0	0	16	170578
100-150%	Multi-Family with 5+ Units	OH	Renter	0.186497	0.813503	0	6	107553	36	285914
150-200%	Multi-Family with 5+ Units	OH	Not Available	0	0	1	6	103409	25	239545
150-200%	Multi-Family with 5+ Units	OH	Owner	0.10542	0.89458	0	0	0	16	170578
150-200%	Multi-Family with 5+ Units	OH	Renter	0.409773	0.590227	0	6	103409	23	227553
200-300%	Multi-Family with 5+ Units	OH	Not Available	0	0	1	7	67022.8	54	450137
200-300%	Multi-Family with 5+ Units	OH	Owner	0.314071	0.685929	0	0	0	11	138390
200-300%	Multi-Family with 5+ Units	OH	Renter	0.0416134	0.958387	0	7	67022.8	48	396140
300-400%	Multi-Family with 5+ Units	OH	Not Available	0	0	1	4	40778	35	276856
300-400%	Multi-Family with 5+ Units	OH	Owner	0.247548	0.752452	0	0	0	10	65675.9
300-400%	Multi-Family with 5+ Units	OH	Renter	0.0700076	0.929992	0	4	40778	29	237535
400%+	Multi-Family with 5+ Units	OH	Not Available	0	0	1	12	177118	12	177118
400%+	Multi-Family with 5+ Units	OH	Owner	0.0409333	0.959067	0	4	69104.7	28	326757
400%+	Multi-Family with 5+ Units	OH	Renter	0.061842	0.938158	0	8	108014	71	636861
Not Available	Multi-Family with 5+ Units	OH	Not Available	0.141176	0.858824	0	36	693359	36	693359
Not Available	Multi-Family with 5+ Units	OH	Owner	0	0	1	4	69104.7	38	464256
Not Available	Multi-Family with 5+ Units	OH	Renter	0	0	1	32	624255	32	624255
0-100%	Multi-Family with 5+ Units	OK	Not Available	0	0	1	5	55633.4	52	631694
0-100%	Multi-Family with 5+ Units	OK	Owner	0.231164	0.768836	0	0	0	28	270480
0-100%	Multi-Family with 5+ Units	OK	Renter	0.149684	0.850316	0	5	55633.4	51	614164
100-150%	Multi-Family with 5+ Units	OK	Not Available	0	0	1	3	4461.38	28	254653
100-150%	Multi-Family with 5+ Units	OK	Owner	0.231164	0.768836	0	0	0	28	270480
100-150%	Multi-Family with 5+ Units	OK	Renter	0.192475	0.807525	0	3	4461.38	28	254653
150-200%	Multi-Family with 5+ Units	OK	Not Available	0	0	1	4	36080.8	25	226055
150-200%	Multi-Family with 5+ Units	OK	Owner	0.231164	0.768836	0	0	0	28	270480
150-200%	Multi-Family with 5+ Units	OK	Renter	0.25424	0.74576	0	4	36080.8	25	226055
200-300%	Multi-Family with 5+ Units	OK	Not Available	0	0	1	9	53061.5	53	428211
200-300%	Multi-Family with 5+ Units	OK	Owner	0.0502389	0.949761	0	1	10728.4	57	424181
200-300%	Multi-Family with 5+ Units	OK	Renter	0.108829	0.891171	0	8	42333.1	49	383308
300-400%	Multi-Family with 5+ Units	OK	Not Available	0	0	1	2	16564.6	21	183958
300-400%	Multi-Family with 5+ Units	OK	Owner	0.0502389	0.949761	0	0	0	57	424181
300-400%	Multi-Family with 5+ Units	OK	Renter	0	1	0	2	16564.6	21	183958
400%+	Multi-Family with 5+ Units	OK	Not Available	0	0	1	2	17846.2	66	759888
400%+	Multi-Family with 5+ Units	OK	Owner	0.0470812	0.952919	0	0	0	84	597189
400%+	Multi-Family with 5+ Units	OK	Renter	0.0565503	0.94345	0	2	17846.2	61	695503
Not Available	Multi-Family with 5+ Units	OK	Not Available	0.356496	0.643504	0	18	183648	18	183648
Not Available	Multi-Family with 5+ Units	OK	Owner	0	0	1	1	10728.4	10	126819
Not Available	Multi-Family with 5+ Units	OK	Renter	0	0	1	17	172919	17	172919
0-100%	Multi-Family with 5+ Units	OR	Not Available	0	0	1	10	63723.9	10	63723.9
0-100%	Multi-Family with 5+ Units	OR	Owner	0.058597	0.941403	0	0	0	18	83123.4
0-100%	Multi-Family with 5+ Units	OR	Renter	0	1	0	10	63723.9	10	63723.9
100-150%	Multi-Family with 5+ Units	OR	Not Available	0	0	1	6	35245.4	48	347687
100-150%	Multi-Family with 5+ Units	OR	Owner	0.058597	0.941403	0	0	0	18	83123.4
100-150%	Multi-Family with 5+ Units	OR	Renter	0.0647531	0.935247	0	6	35245.4	47	345797
150-200%	Multi-Family with 5+ Units	OR	Not Available	0	0	1	3	15533.7	44	375591
150-200%	Multi-Family with 5+ Units	OR	Owner	0.058597	0.941403	0	0	0	18	83123.4
150-200%	Multi-Family with 5+ Units	OR	Renter	0.0984743	0.901526	0	3	15533.7	42	346165
200-300%	Multi-Family with 5+ Units	OR	Not Available	0	0	1	11	49311.8	11	49311.8
200-300%	Multi-Family with 5+ Units	OR	Owner	0	1	0	0	0	11	84164.5
200-300%	Multi-Family with 5+ Units	OR	Renter	0.204873	0.795127	0	11	49311.8	11	49311.8
300-400%	Multi-Family with 5+ Units	OR	Not Available	0	0	1	10	44998.3	10	44998.3
300-400%	Multi-Family with 5+ Units	OR	Owner	0	1	0	0	0	11	84164.5
300-400%	Multi-Family with 5+ Units	OR	Renter	0	1	0	10	44998.3	10	44998.3
400%+	Multi-Family with 5+ Units	OR	Not Available	0	0	1	18	94034.7	18	94034.7
400%+	Multi-Family with 5+ Units	OR	Owner	0.0297057	0.970294	0	1	7917.72	21	204811
400%+	Multi-Family with 5+ Units	OR	Renter	0.275241	0.724759	0	17	86117	17	86117
Not Available	Multi-Family with 5+ Units	OR	Not Available	0.111626	0.888374	0	43	302848	43	302848
Not Available	Multi-Family with 5+ Units	OR	Owner	0	0	1	1	7917.72	28	338970
Not Available	Multi-Family with 5+ Units	OR	Renter	0	0	1	42	294930	42	294930
0-100%	Multi-Family with 5+ Units	PA	Not Available	0	0	1	12	126249	12	126249
0-100%	Multi-Family with 5+ Units	PA	Owner	0.0757902	0.92421	0	0	0	20	175426
0-100%	Multi-Family with 5+ Units	PA	Renter	0.0985331	0.901467	0	12	126249	12	126249
100-150%	Multi-Family with 5+ Units	PA	Not Available	0	0	1	15	99393.8	15	99393.8
100-150%	Multi-Family with 5+ Units	PA	Owner	0	1	0	1	7841.92	13	97506.8
100-150%	Multi-Family with 5+ Units	PA	Renter	0	1	0	14	91551.9	14	91551.9
150-200%	Multi-Family with 5+ Units	PA	Not Available	0	0	1	14	83458.2	14	83458.2
150-200%	Multi-Family with 5+ Units	PA	Owner	0	1	0	1	2245.22	13	97506.8
150-200%	Multi-Family with 5+ Units	PA	Renter	0.0146464	0.985354	0	13	81213	13	81213
200-300%	Multi-Family with 5+ Units	PA	Not Available	0	0	1	16	79154	16	79154
200-300%	Multi-Family with 5+ Units	PA	Owner	0	1	0	0	0	12	86927.8
200-300%	Multi-Family with 5+ Units	PA	Renter	0.0905394	0.909461	0	16	79154	16	79154
300-400%	Multi-Family with 5+ Units	PA	Not Available	0	0	1	13	78774.6	13	78774.6
300-400%	Multi-Family with 5+ Units	PA	Owner	0.191749	0.808251	0	1	4076.86	16	92489.5
300-400%	Multi-Family with 5+ Units	PA	Renter	0.0610157	0.938984	0	12	74697.7	12	74697.7
400%+	Multi-Family with 5+ Units	PA	Not Available	0	0	1	29	229892	29	229892
400%+	Multi-Family with 5+ Units	PA	Owner	0.0693839	0.930616	0	4	36531.4	60	617769
400%+	Multi-Family with 5+ Units	PA	Renter	0.0694182	0.930582	0	25	193361	25	193361
Not Available	Multi-Family with 5+ Units	PA	Not Available	0.0740401	0.92596	0	69	696922	69	696922
Not Available	Multi-Family with 5+ Units	PA	Owner	0	0	1	5	50695.4	77	815020
Not Available	Multi-Family with 5+ Units	PA	Renter	0	0	1	64	646226	64	646226
0-100%	Multi-Family with 5+ Units	RI	Not Available	0	0	1	6	18941.6	55	298830
0-100%	Multi-Family with 5+ Units	RI	Owner	0.419043	0.580957	0	1	2998.62	23	98148.4
0-100%	Multi-Family with 5+ Units	RI	Renter	0.133863	0.866137	0	5	15943	50	274496
100-150%	Multi-Family with 5+ Units	RI	Not Available	0	0	1	2	4483.13	43	134791
100-150%	Multi-Family with 5+ Units	RI	Owner	0.475336	0.524664	0	0	0	17	71811.1
100-150%	Multi-Family with 5+ Units	RI	Renter	0.163776	0.836224	0	2	4483.13	40	124505
150-200%	Multi-Family with 5+ Units	RI	Not Available	0	0	1	5	14650.8	35	113068
150-200%	Multi-Family with 5+ Units	RI	Owner	0.475336	0.524664	0	0	0	17	71811.1
150-200%	Multi-Family with 5+ Units	RI	Renter	0.127976	0.872024	0	5	14650.8	32	103998
200-300%	Multi-Family with 5+ Units	RI	Not Available	0	0	1	8	10021.5	46	115568
200-300%	Multi-Family with 5+ Units	RI	Owner	0.310865	0.689135	0	1	212.842	15	43854.7
200-300%	Multi-Family with 5+ Units	RI	Renter	0.0248173	0.975183	0	7	9808.66	41	107624
300-400%	Multi-Family with 5+ Units	RI	Not Available	0	0	1	3	9447.28	27	106345
300-400%	Multi-Family with 5+ Units	RI	Owner	0.330056	0.669944	0	1	2299	24	82599.5
300-400%	Multi-Family with 5+ Units	RI	Renter	0.024077	0.975923	0	2	7148.28	24	96429.9
400%+	Multi-Family with 5+ Units	RI	Not Available	0	0	1	9	18777.2	82	335077
400%+	Multi-Family with 5+ Units	RI	Owner	0.104853	0.895147	0	2	5676.58	14	77885.1
400%+	Multi-Family with 5+ Units	RI	Renter	0.0194318	0.980568	0	7	13100.6	68	257192
Not Available	Multi-Family with 5+ Units	RI	Not Available	0	1	0	25	76321.5	25	76321.5
Not Available	Multi-Family with 5+ Units	RI	Owner	0	0	1	4	11187	27	139435
Not Available	Multi-Family with 5+ Units	RI	Renter	0	0	1	21	65134.5	21	65134.5
0-100%	Multi-Family with 5+ Units	SC	Not Available	0	0	1	5	32644.6	81	709133
0-100%	Multi-Family with 5+ Units	SC	Owner	0.189384	0.810616	0	1	5888.69	25	237589
0-100%	Multi-Family with 5+ Units	SC	Renter	0.0815125	0.918488	0	4	26755.9	75	655973
100-150%	Multi-Family with 5+ Units	SC	Not Available	0	0	1	5	36156.3	70	487314
100-150%	Multi-Family with 5+ Units	SC	Owner	0.165321	0.834679	0	0	0	18	170172
100-150%	Multi-Family with 5+ Units	SC	Renter	0.227838	0.772162	0	5	36156.3	62	390050
150-200%	Multi-Family with 5+ Units	SC	Not Available	0	0	1	1	6832.37	58	388799
150-200%	Multi-Family with 5+ Units	SC	Owner	0.165321	0.834679	0	0	0	18	170172
150-200%	Multi-Family with 5+ Units	SC	Renter	0.100773	0.899227	0	1	6832.37	51	328508
200-300%	Multi-Family with 5+ Units	SC	Not Available	0	0	1	9	48267.4	111	777683
200-300%	Multi-Family with 5+ Units	SC	Owner	0.00647664	0.993523	0	0	0	23	136166
200-300%	Multi-Family with 5+ Units	SC	Renter	0.0833377	0.916662	0	9	48267.4	88	641517
300-400%	Multi-Family with 5+ Units	SC	Not Available	0	0	1	4	24516.5	77	681368
300-400%	Multi-Family with 5+ Units	SC	Owner	0.0051878	0.994812	0	0	0	19	182808
300-400%	Multi-Family with 5+ Units	SC	Renter	0.0913718	0.908628	0	4	24516.5	58	498560
400%+	Multi-Family with 5+ Units	SC	Not Available	0	0	1	10	57390.7	10	57390.7
400%+	Multi-Family with 5+ Units	SC	Owner	0.0186453	0.981355	0	1	6846.25	62	462518
400%+	Multi-Family with 5+ Units	SC	Renter	0.0702951	0.929705	0	9	50544.4	171	999259
Not Available	Multi-Family with 5+ Units	SC	Not Available	0.0760018	0.923998	0	28	205808	28	205808
Not Available	Multi-Family with 5+ Units	SC	Owner	0	0	1	2	12734.9	97	992208
Not Available	Multi-Family with 5+ Units	SC	Renter	0	0	1	26	193073	26	193073
0-100%	Multi-Family with 5+ Units	SD	Not Available	0	0	1	7	17213.4	49	303615
0-100%	Multi-Family with 5+ Units	SD	Owner	0.173554	0.826446	0	0	0	24	204721
0-100%	Multi-Family with 5+ Units	SD	Renter	0.0947665	0.905234	0	7	17213.4	48	302351
100-150%	Multi-Family with 5+ Units	SD	Not Available	0	0	1	6	12973.1	48	152791
100-150%	Multi-Family with 5+ Units	SD	Owner	0.173554	0.826446	0	0	0	24	204721
100-150%	Multi-Family with 5+ Units	SD	Renter	0.112335	0.887665	0	6	12973.1	46	144475
150-200%	Multi-Family with 5+ Units	SD	Not Available	0	0	1	2	5211.86	40	117912
150-200%	Multi-Family with 5+ Units	SD	Owner	0.173554	0.826446	0	0	0	24	204721
150-200%	Multi-Family with 5+ Units	SD	Renter	0.0783848	0.921615	0	2	5211.86	38	101022
200-300%	Multi-Family with 5+ Units	SD	Not Available	0	0	1	4	9816.24	57	199457
200-300%	Multi-Family with 5+ Units	SD	Owner	0.300048	0.699952	0	0	0	30	240650
200-300%	Multi-Family with 5+ Units	SD	Renter	0.112793	0.887207	0	4	9816.24	53	185843
300-400%	Multi-Family with 5+ Units	SD	Not Available	0	0	1	6	14418.9	34	150051
300-400%	Multi-Family with 5+ Units	SD	Owner	0.300048	0.699952	0	1	2517.53	30	240650
300-400%	Multi-Family with 5+ Units	SD	Renter	0.159692	0.840308	0	5	11901.4	31	129208
400%+	Multi-Family with 5+ Units	SD	Not Available	0	0	1	6	2426.52	63	340832
400%+	Multi-Family with 5+ Units	SD	Owner	0.0206132	0.979387	0	1	9.85782	13	70539.5
400%+	Multi-Family with 5+ Units	SD	Renter	0.0893146	0.910685	0	5	2416.66	54	295992
Not Available	Multi-Family with 5+ Units	SD	Not Available	0.307994	0.692006	0	20	62060	20	62060
Not Available	Multi-Family with 5+ Units	SD	Owner	0	0	1	1	2527.39	16	105766
Not Available	Multi-Family with 5+ Units	SD	Renter	0	0	1	19	59532.7	19	59532.7
0-100%	Multi-Family with 5+ Units	TN	Not Available	0	0	1	9	73840.7	27	209927
0-100%	Multi-Family with 5+ Units	TN	Owner	0.231164	0.768836	0	0	0	28	270480
0-100%	Multi-Family with 5+ Units	TN	Renter	0.102913	0.897087	0	9	73840.7	27	209927
100-150%	Multi-Family with 5+ Units	TN	Not Available	0	0	1	8	19641	23	104989
100-150%	Multi-Family with 5+ Units	TN	Owner	0.231164	0.768836	0	0	0	28	270480
100-150%	Multi-Family with 5+ Units	TN	Renter	0.00681465	0.993185	0	8	19641	23	104989
150-200%	Multi-Family with 5+ Units	TN	Not Available	0	0	1	12	86135.5	12	86135.5
150-200%	Multi-Family with 5+ Units	TN	Owner	0.231164	0.768836	0	0	0	28	270480
150-200%	Multi-Family with 5+ Units	TN	Renter	0.326745	0.673255	0	12	86135.5	12	86135.5
200-300%	Multi-Family with 5+ Units	TN	Not Available	0	0	1	13	33153	13	33153
200-300%	Multi-Family with 5+ Units	TN	Owner	0.0502389	0.949761	0	0	0	57	424181
200-300%	Multi-Family with 5+ Units	TN	Renter	0.000482923	0.999517	0	13	33153	13	33153
300-400%	Multi-Family with 5+ Units	TN	Not Available	0	0	1	6	28131.1	15	78473.3
300-400%	Multi-Family with 5+ Units	TN	Owner	0.0502389	0.949761	0	0	0	57	424181
300-400%	Multi-Family with 5+ Units	TN	Renter	0	1	0	6	28131.1	14	75908.3
400%+	Multi-Family with 5+ Units	TN	Not Available	0	0	1	14	95159.5	14	95159.5
400%+	Multi-Family with 5+ Units	TN	Owner	0.0470812	0.952919	0	2	15042.1	84	597189
400%+	Multi-Family with 5+ Units	TN	Renter	0	1	0	12	80117.5	12	80117.5
Not Available	Multi-Family with 5+ Units	TN	Not Available	0.111731	0.888269	0	44	336061	44	336061
Not Available	Multi-Family with 5+ Units	TN	Owner	0	0	1	2	15042.1	133	1.29185e+06
Not Available	Multi-Family with 5+ Units	TN	Renter	0	0	1	42	321019	42	321019
0-100%	Multi-Family with 5+ Units	TX	Not Available	0	0	1	35	504415	35	504415
0-100%	Multi-Family with 5+ Units	TX	Owner	0.231164	0.768836	0	1	17529.6	28	270480
0-100%	Multi-Family with 5+ Units	TX	Renter	0.109577	0.890423	0	34	486885	34	486885
100-150%	Multi-Family with 5+ Units	TX	Not Available	0	0	1	16	197577	16	197577
100-150%	Multi-Family with 5+ Units	TX	Owner	0.231164	0.768836	0	0	0	28	270480
100-150%	Multi-Family with 5+ Units	TX	Renter	0.169718	0.830282	0	16	197577	16	197577
150-200%	Multi-Family with 5+ Units	TX	Not Available	0	0	1	15	165512	15	165512
150-200%	Multi-Family with 5+ Units	TX	Owner	0.231164	0.768836	0	0	0	28	270480
150-200%	Multi-Family with 5+ Units	TX	Renter	0.104328	0.895672	0	15	165512	15	165512
200-300%	Multi-Family with 5+ Units	TX	Not Available	0	0	1	32	289627	32	289627
200-300%	Multi-Family with 5+ Units	TX	Owner	0.0502389	0.949761	0	2	25064.1	57	424181
200-300%	Multi-Family with 5+ Units	TX	Renter	0.129942	0.870058	0	30	264562	30	264562
300-400%	Multi-Family with 5+ Units	TX	Not Available	0	0	1	13	124987	13	124987
300-400%	Multi-Family with 5+ Units	TX	Owner	0.0502389	0.949761	0	0	0	57	424181
300-400%	Multi-Family with 5+ Units	TX	Renter	0	1	0	13	124987	13	124987
400%+	Multi-Family with 5+ Units	TX	Not Available	0	0	1	53	687738	53	687738
400%+	Multi-Family with 5+ Units	TX	Owner	0.0470812	0.952919	0	4	55985.3	84	597189
