Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=Has Pool	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
200-300%	Multi-Family with 5+ Units	MO	Owner	1960s	0	1	0	0	0	54	317767
200-300%	Multi-Family with 5+ Units	MO	Renter	1960s	0	1	0	0	0	28	151404
300-400%	Multi-Family with 5+ Units	MO	Not Available	1960s	0	0	1	0	0	30	158587
300-400%	Multi-Family with 5+ Units	MO	Owner	1960s	0	1	0	0	0	54	317767
300-400%	Multi-Family with 5+ Units	MO	Renter	1960s	0	1	0	0	0	28	151404
400%+	Multi-Family with 5+ Units	MO	Not Available	1960s	0	0	1	0	0	13	79302.1
400%+	Multi-Family with 5+ Units	MO	Owner	1960s	0	1	0	0	0	11	101538
400%+	Multi-Family with 5+ Units	MO	Renter	1960s	0	1	0	0	0	10	59675.2
Not Available	Multi-Family with 5+ Units	MO	Not Available	1960s	0	1	0	0	0	12	74395.5
Not Available	Multi-Family with 5+ Units	MO	Owner	1960s	0	0	1	0	0	20	185793
Not Available	Multi-Family with 5+ Units	MO	Renter	1960s	0	0	1	0	0	12	74395.5
0-100%	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	0	0	14	77500.1
0-100%	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	41	275268
0-100%	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	0	0	13	76236
100-150%	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	0	0	14	36372.2
100-150%	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	41	275268
100-150%	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	0	0	13	29562.6
150-200%	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	0	0	22	66383.8
150-200%	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	41	275268
150-200%	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	0	0	20	57585.4
200-300%	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	1	5828.5	10	36099.9
200-300%	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	54	317767
200-300%	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	1	5828.5	13	51782.8
300-400%	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	1	5673.47	21	80571.6
300-400%	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	54	317767
300-400%	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	1	5673.47	19	73387.8
400%+	Multi-Family with 5+ Units	MO	Not Available	1970s	0	0	1	0	0	11	72795.2
400%+	Multi-Family with 5+ Units	MO	Owner	1970s	0	1	0	0	0	11	101538
400%+	Multi-Family with 5+ Units	MO	Renter	1970s	0	1	0	0	0	10	59675.2
Not Available	Multi-Family with 5+ Units	MO	Not Available	1970s	0	1	0	1	11502	40	240441
Not Available	Multi-Family with 5+ Units	MO	Owner	1970s	0	0	1	0	0	20	185793
Not Available	Multi-Family with 5+ Units	MO	Renter	1970s	0	0	1	1	11502	33	203568
0-100%	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	1	9764.97	29	148944
0-100%	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	0	0	24	204181
0-100%	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	1	9764.97	27	127510
100-150%	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	3	32131.7	10	43993.4
100-150%	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	0	0	24	204181
100-150%	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	3	32131.7	10	43993.4
150-200%	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	4	12279.2	11	55031.8
150-200%	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	0	0	24	204181
150-200%	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	4	12279.2	19	77591.7
200-300%	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	2	20524.1	11	48184.9
200-300%	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	0	0	10	84575.6
200-300%	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	2	20524.1	10	48163.3
300-400%	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	2	13542.7	10	49883.5
300-400%	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	1	12462.9	10	84575.6
300-400%	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	1	1079.8	10	37040.9
400%+	Multi-Family with 5+ Units	MO	Not Available	1980s	0	0	1	4	32172.1	16	91973.5
400%+	Multi-Family with 5+ Units	MO	Owner	1980s	0	1	0	1	34.5083	58	528767
400%+	Multi-Family with 5+ Units	MO	Renter	1980s	0	1	0	3	32137.6	13	90510.1
Not Available	Multi-Family with 5+ Units	MO	Not Available	1980s	0	1	0	10	120415	10	120415
Not Available	Multi-Family with 5+ Units	MO	Owner	1980s	0	0	1	1	12497.4	14	169515
Not Available	Multi-Family with 5+ Units	MO	Renter	1980s	0	0	1	9	107917	34	267794
0-100%	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	1	11935.7	18	73161.8
0-100%	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	24	204181
0-100%	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	1	11935.7	17	71656.3
100-150%	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	0	0	18	73161.8
100-150%	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	24	204181
100-150%	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	0	0	17	71656.3
150-200%	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	0	0	18	73161.8
150-200%	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	24	204181
150-200%	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	0	0	17	71656.3
200-300%	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	0	0	33	153897
200-300%	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	10	84575.6
200-300%	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	0	0	29	135524
300-400%	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	0	0	33	153897
300-400%	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	10	84575.6
300-400%	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	0	0	29	135524
400%+	Multi-Family with 5+ Units	MO	Not Available	1990s	0	0	1	0	0	22	121112
400%+	Multi-Family with 5+ Units	MO	Owner	1990s	0	1	0	0	0	58	528767
400%+	Multi-Family with 5+ Units	MO	Renter	1990s	0	1	0	0	0	19	119648
Not Available	Multi-Family with 5+ Units	MO	Not Available	1990s	0	1	0	1	11935.7	17	115039
Not Available	Multi-Family with 5+ Units	MO	Owner	1990s	0	0	1	0	0	14	169515
Not Available	Multi-Family with 5+ Units	MO	Renter	1990s	0	0	1	1	11935.7	16	113533
0-100%	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	1	8638.82	20	70250.4
0-100%	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	0	0	22	141256
0-100%	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	1	8638.82	20	70250.4
100-150%	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	0	0	11	19419.3
100-150%	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	0	0	22	141256
100-150%	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	0	0	11	19419.3
150-200%	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	0	0	11	19419.3
150-200%	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	0	0	22	141256
150-200%	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	0	0	11	19419.3
200-300%	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	1	1118.62	11	34849.4
200-300%	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	0	0	26	145768
200-300%	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	1	1118.62	10	28439.9
300-400%	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	1	12251.5	10	39424.2
300-400%	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	0	0	26	145768
300-400%	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	1	12251.5	19	65346.6
400%+	Multi-Family with 5+ Units	MO	Not Available	2000s	0	0	1	1	10167.6	13	42992.5
400%+	Multi-Family with 5+ Units	MO	Owner	2000s	0	1	0	1	10167.6	14	136178
400%+	Multi-Family with 5+ Units	MO	Renter	2000s	0	1	0	0	0	11	32815
Not Available	Multi-Family with 5+ Units	MO	Not Available	2000s	0	1	0	3	32176.6	29	146016
Not Available	Multi-Family with 5+ Units	MO	Owner	2000s	0	0	1	1	10167.6	18	177044
Not Available	Multi-Family with 5+ Units	MO	Renter	2000s	0	0	1	2	22009	26	126912
0-100%	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	0	0	12	29249.1
0-100%	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	22	141256
0-100%	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	0	0	12	29249.1
100-150%	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	0	0	12	29249.1
100-150%	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	22	141256
100-150%	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	0	0	12	29249.1
150-200%	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	0	0	12	29249.1
150-200%	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	22	141256
150-200%	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	0	0	12	29249.1
200-300%	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	0	0	13	35002.2
200-300%	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	26	145768
200-300%	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	0	0	13	35002.2
300-400%	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	0	0	11	28087.9
300-400%	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	26	145768
300-400%	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	0	0	10	25987.8
400%+	Multi-Family with 5+ Units	MO	Not Available	2010s	0	0	1	4	43455.9	19	96621.6
400%+	Multi-Family with 5+ Units	MO	Owner	2010s	0	1	0	0	0	14	136178
400%+	Multi-Family with 5+ Units	MO	Renter	2010s	0	1	0	4	43455.9	19	96621.6
Not Available	Multi-Family with 5+ Units	MO	Not Available	2010s	0	1	0	4	43455.9	37	182621
Not Available	Multi-Family with 5+ Units	MO	Owner	2010s	0	0	1	0	0	18	177044
Not Available	Multi-Family with 5+ Units	MO	Renter	2010s	0	0	1	4	43455.9	37	182621
0-100%	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	0	0	23	85715.6
0-100%	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	0	0	33	258986
0-100%	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	0	0	23	85715.6
100-150%	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	0	0	16	43166.4
100-150%	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	0	0	33	258986
100-150%	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	0	0	16	43166.4
150-200%	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	0	0	16	43166.4
150-200%	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	0	0	33	258986
150-200%	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	0	0	16	43166.4
200-300%	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	1	9210.47	11	31048.7
200-300%	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	0	0	50	302717
200-300%	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	1	9210.47	11	31048.7
300-400%	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	0	0	15	43972.5
300-400%	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	0	0	50	302717
300-400%	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	0	0	15	43972.5
400%+	Multi-Family with 5+ Units	MO	Not Available	<1940	0	0	1	1	9785.1	38	442124
400%+	Multi-Family with 5+ Units	MO	Owner	<1940	0	1	0	1	9785.1	18	226511
400%+	Multi-Family with 5+ Units	MO	Renter	<1940	0	1	0	0	0	20	215612
Not Available	Multi-Family with 5+ Units	MO	Not Available	<1940	0	1	0	2	18995.6	20	99847.5
Not Available	Multi-Family with 5+ Units	MO	Owner	<1940	0	0	1	1	9785.1	28	404242
Not Available	Multi-Family with 5+ Units	MO	Renter	<1940	0	0	1	1	9210.47	19	90062.4
0-100%	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	81	398139
0-100%	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	33	258986
0-100%	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	79	382008
100-150%	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	81	398139
100-150%	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	33	258986
100-150%	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	79	382008
150-200%	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	81	398139
150-200%	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	33	258986
150-200%	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	79	382008
200-300%	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	32	171233
200-300%	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	50	302717
200-300%	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	23	116370
300-400%	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	32	171233
300-400%	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	50	302717
300-400%	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	23	116370
400%+	Multi-Family with 5+ Units	MS	Not Available	1940s	0	0	1	0	0	62	249042
400%+	Multi-Family with 5+ Units	MS	Owner	1940s	0	1	0	0	0	16	42436.3
400%+	Multi-Family with 5+ Units	MS	Renter	1940s	0	1	0	0	0	46	206606
Not Available	Multi-Family with 5+ Units	MS	Not Available	1940s	0	1	0	0	0	13	56039.9
Not Available	Multi-Family with 5+ Units	MS	Owner	1940s	0	0	1	0	0	23	113431
Not Available	Multi-Family with 5+ Units	MS	Renter	1940s	0	0	1	0	0	12	54720
0-100%	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	81	398139
0-100%	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	33	258986
0-100%	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	79	382008
100-150%	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	81	398139
100-150%	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	33	258986
100-150%	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	79	382008
150-200%	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	81	398139
150-200%	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	33	258986
150-200%	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	79	382008
200-300%	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	32	171233
200-300%	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	50	302717
200-300%	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	23	116370
300-400%	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	32	171233
300-400%	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	50	302717
300-400%	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	23	116370
400%+	Multi-Family with 5+ Units	MS	Not Available	1950s	0	0	1	0	0	62	249042
400%+	Multi-Family with 5+ Units	MS	Owner	1950s	0	1	0	0	0	16	42436.3
400%+	Multi-Family with 5+ Units	MS	Renter	1950s	0	1	0	0	0	46	206606
Not Available	Multi-Family with 5+ Units	MS	Not Available	1950s	0	1	0	0	0	13	56039.9
Not Available	Multi-Family with 5+ Units	MS	Owner	1950s	0	0	1	0	0	23	113431
Not Available	Multi-Family with 5+ Units	MS	Renter	1950s	0	0	1	0	0	12	54720
0-100%	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	1	12216.2	16	87441.6
0-100%	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	15	144402
0-100%	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	1	12216.2	16	87441.6
100-150%	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	0	0	16	87441.6
100-150%	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	15	144402
100-150%	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	0	0	16	87441.6
150-200%	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	0	0	16	87441.6
150-200%	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	15	144402
150-200%	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	0	0	16	87441.6
200-300%	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	0	0	11	57454.7
200-300%	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	19	139632
200-300%	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	0	0	11	57454.7
300-400%	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	0	0	11	57454.7
300-400%	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	19	139632
300-400%	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	0	0	11	57454.7
400%+	Multi-Family with 5+ Units	MS	Not Available	1960s	0	0	1	0	0	63	439386
400%+	Multi-Family with 5+ Units	MS	Owner	1960s	0	1	0	0	0	20	161452
400%+	Multi-Family with 5+ Units	MS	Renter	1960s	0	1	0	0	0	43	277934
Not Available	Multi-Family with 5+ Units	MS	Not Available	1960s	0	1	0	1	12216.2	14	92558.6
Not Available	Multi-Family with 5+ Units	MS	Owner	1960s	0	0	1	0	0	39	445486
Not Available	Multi-Family with 5+ Units	MS	Renter	1960s	0	0	1	1	12216.2	14	92558.6
0-100%	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	1	11398.7	16	114137
0-100%	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	15	144402
0-100%	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	1	11398.7	16	114137
100-150%	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	0	0	14	66756.8
100-150%	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	15	144402
100-150%	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	0	0	13	58791.5
150-200%	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	0	0	14	66756.8
150-200%	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	15	144402
150-200%	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	0	0	13	58791.5
200-300%	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	1	12057.8	11	57454.7
200-300%	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	19	139632
200-300%	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	1	12057.8	11	57454.7
300-400%	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	0	0	11	57454.7
300-400%	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	19	139632
300-400%	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	0	0	11	57454.7
400%+	Multi-Family with 5+ Units	MS	Not Available	1970s	0	0	1	0	0	63	439386
400%+	Multi-Family with 5+ Units	MS	Owner	1970s	0	1	0	0	0	20	161452
400%+	Multi-Family with 5+ Units	MS	Renter	1970s	0	1	0	0	0	43	277934
Not Available	Multi-Family with 5+ Units	MS	Not Available	1970s	0	1	0	2	23456.5	18	147540
Not Available	Multi-Family with 5+ Units	MS	Owner	1970s	0	0	1	0	0	39	445486
Not Available	Multi-Family with 5+ Units	MS	Renter	1970s	0	0	1	2	23456.5	17	139930
0-100%	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	1	13447.4	20	133693
0-100%	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	24	204181
0-100%	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	1	13447.4	20	133693
100-150%	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	0	0	14	90016.5
100-150%	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	24	204181
100-150%	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	0	0	14	90016.5
150-200%	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	1	13591.5	14	90016.5
150-200%	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	24	204181
150-200%	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	1	13591.5	14	90016.5
200-300%	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	1	3.26025	11	49700.8
200-300%	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	17	137424
200-300%	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	1	3.26025	11	49700.8
300-400%	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	1	13762.3	11	49700.8
300-400%	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	17	137424
300-400%	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	1	13762.3	11	49700.8
400%+	Multi-Family with 5+ Units	MS	Not Available	1980s	0	0	1	1	10.4059	15	96278.3
400%+	Multi-Family with 5+ Units	MS	Owner	1980s	0	1	0	0	0	24	259978
400%+	Multi-Family with 5+ Units	MS	Renter	1980s	0	1	0	1	10.4059	12	78854.9
Not Available	Multi-Family with 5+ Units	MS	Not Available	1980s	0	1	0	3	40814.9	17	178231
Not Available	Multi-Family with 5+ Units	MS	Owner	1980s	0	0	1	0	0	36	440248
Not Available	Multi-Family with 5+ Units	MS	Renter	1980s	0	0	1	3	40814.9	16	168963
0-100%	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	0	0	17	104894
0-100%	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	24	204181
0-100%	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	0	0	17	104894
100-150%	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	0	0	10	56922.4
100-150%	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	24	204181
100-150%	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	0	0	10	56922.4
150-200%	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	0	0	10	56922.4
150-200%	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	24	204181
150-200%	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	0	0	10	56922.4
200-300%	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	2	13160.5	12	46737.6
200-300%	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	17	137424
200-300%	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	2	13160.5	11	44172.6
300-400%	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	1	5892.66	12	46737.6
300-400%	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	17	137424
300-400%	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	1	5892.66	11	44172.6
400%+	Multi-Family with 5+ Units	MS	Not Available	1990s	0	0	1	1	12479.2	15	96278.3
400%+	Multi-Family with 5+ Units	MS	Owner	1990s	0	1	0	0	0	24	259978
400%+	Multi-Family with 5+ Units	MS	Renter	1990s	0	1	0	1	12479.2	12	78854.9
Not Available	Multi-Family with 5+ Units	MS	Not Available	1990s	0	1	0	3	31532.3	15	121624
Not Available	Multi-Family with 5+ Units	MS	Owner	1990s	0	0	1	0	0	36	440248
Not Available	Multi-Family with 5+ Units	MS	Renter	1990s	0	0	1	3	31532.3	14	117033
0-100%	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	0	0	17	87979.6
0-100%	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	22	141256
0-100%	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	0	0	17	87979.6
100-150%	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	3	15026.9	10	45737.2
100-150%	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	22	141256
100-150%	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	3	15026.9	10	45737.2
150-200%	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	2	14435.1	10	45737.2
150-200%	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	22	141256
150-200%	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	2	14435.1	10	45737.2
200-300%	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	1	8597.52	11	50339.1
200-300%	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	12	92261.7
200-300%	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	1	8597.52	11	50339.1
300-400%	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	0	0	17	67952.7
300-400%	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	12	92261.7
300-400%	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	0	0	17	67952.7
400%+	Multi-Family with 5+ Units	MS	Not Available	2000s	0	0	1	0	0	22	121533
400%+	Multi-Family with 5+ Units	MS	Owner	2000s	0	1	0	0	0	24	133322
400%+	Multi-Family with 5+ Units	MS	Renter	2000s	0	1	0	0	0	20	110858
Not Available	Multi-Family with 5+ Units	MS	Not Available	2000s	0	1	0	4	38059.5	19	119460
Not Available	Multi-Family with 5+ Units	MS	Owner	2000s	0	0	1	0	0	35	292685
Not Available	Multi-Family with 5+ Units	MS	Renter	2000s	0	0	1	4	38059.5	17	108785
0-100%	Multi-Family with 5+ Units	MS	Not Available	2010s	0	0	1	0	0	13	71494.6
0-100%	Multi-Family with 5+ Units	MS	Owner	2010s	0	1	0	0	0	22	141256
0-100%	Multi-Family with 5+ Units	MS	Renter	2010s	0	1	0	0	0	12	64098.8
100-150%	Multi-Family with 5+ Units	MS	Not Available	2010s	0	0	1	0	0	13	71494.6
100-150%	Multi-Family with 5+ Units	MS	Owner	2010s	0	1	0	0	0	22	141256
100-150%	Multi-Family with 5+ Units	MS	Renter	2010s	0	1	0	0	0	12	64098.8
150-200%	Multi-Family with 5+ Units	MS	Not Available	2010s	0	0	1	0	0	13	71494.6
150-200%	Multi-Family with 5+ Units	MS	Owner	2010s	0	1	0	0	0	22	141256
150-200%	Multi-Family with 5+ Units	MS	Renter	2010s	0	1	0	0	0	12	64098.8
200-300%	Multi-Family with 5+ Units	MS	Not Available	2010s	0	0	1	0	0	12	43193.3
200-300%	Multi-Family with 5+ Units	MS	Owner	2010s	0	1	0	0	0	12	92261.7
