Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	2010s	0	1	0	3.37924e-19	3.22562e-19	0.00675848	91.0525
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	<1940	0	1	0	3.37924e-19	3.22562e-19	0.00675848	91.0525
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	4.0252e-18	3.3627e-18	0.080504	949.219
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.040252	457.577	0.080504	949.219
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	4.0252e-18	3.3627e-18	0.080504	949.219
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	4.0252e-18	3.3627e-18	0.080504	949.219
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	2010s	0	1	0	4.0252e-18	3.3627e-18	0.080504	949.219
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	<1940	0	1	0	4.0252e-18	3.3627e-18	0.080504	949.219
Level 2 charger	400%+	Single-Family Attached	Not Available	1940-59	0	0	1	1.10262e-17	9.76204e-18	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Not Available	1960-79	0	0	1	0.441048	1607.25	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Not Available	1980-99	0	0	1	1.10262e-17	9.76204e-18	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Not Available	2000-09	0	0	1	0.110262	412.174	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Not Available	2010s	0	0	1	0.110262	490.625	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Not Available	<1940	0	0	1	1.10262e-17	9.76204e-18	12.4596	67960.9
Level 2 charger	400%+	Single-Family Attached	Owner	1940-59	0	1	0	6.65597e-18	6.03818e-18	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Owner	1960-79	0	1	0	0.266239	994.146	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Owner	1980-99	0	1	0	6.65597e-18	6.03818e-18	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Owner	2000-09	0	1	0	0.0665597	254.945	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Owner	2010s	0	1	0	0.0665597	303.47	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Owner	<1940	0	1	0	6.65597e-18	6.03818e-18	7.52125	42036.3
Level 2 charger	400%+	Single-Family Attached	Renter	1940-59	0	1	0	5.47297e-19	4.45096e-19	0.618446	3098.65
Level 2 charger	400%+	Single-Family Attached	Renter	1960-79	0	1	0	0.0218919	73.282	0.618446	3098.65
Level 2 charger	400%+	Single-Family Attached	Renter	1980-99	0	1	0	5.47297e-19	4.45096e-19	0.618446	3098.65
Level 2 charger	400%+	Single-Family Attached	Renter	2000-09	0	1	0	0.00547297	18.7929	0.618446	3098.65
Level 2 charger	400%+	Single-Family Attached	Renter	2010s	0	1	0	0.00547297	22.3698	0.618446	3098.65
Level 2 charger	400%+	Single-Family Attached	Renter	<1940	0	1	0	5.47297e-19	4.45096e-19	0.618446	3098.65
Level 2 charger	400%+	Single-Family Detached	Not Available	1940-59	0	0	1	2.33842	10471.2	2.33842	10471.2
Level 2 charger	400%+	Single-Family Detached	Not Available	1960-79	0	0	1	2.11571	12176.9	2.11571	12176.9
Level 2 charger	400%+	Single-Family Detached	Not Available	1980-99	0	0	1	2.78384	14107.1	2.78384	14107.1
Level 2 charger	400%+	Single-Family Detached	Not Available	2000-09	0	0	1	2.33842	13066.4	2.33842	13066.4
Level 2 charger	400%+	Single-Family Detached	Not Available	2010s	0	0	1	2.22707	11058	2.22707	11058
Level 2 charger	400%+	Single-Family Detached	Not Available	<1940	0	0	1	1.11353	4841.03	1.11353	4841.03
Level 2 charger	400%+	Single-Family Detached	Owner	1940-59	0	1	0	2.08996	9338.04	2.08996	9338.04
Level 2 charger	400%+	Single-Family Detached	Owner	1960-79	0	1	0	1.89091	10859.1	1.89091	10859.1
Level 2 charger	400%+	Single-Family Detached	Owner	1980-99	0	1	0	2.48804	12580.4	2.48804	12580.4
Level 2 charger	400%+	Single-Family Detached	Owner	2000-09	0	1	0	2.08996	11652.4	2.08996	11652.4
Level 2 charger	400%+	Single-Family Detached	Owner	2010s	0	1	0	1.99043	9861.28	1.99043	9861.28
Level 2 charger	400%+	Single-Family Detached	Owner	<1940	0	1	0	0.995217	4317.13	0.995217	4317.13
Level 2 charger	400%+	Single-Family Detached	Renter	1940-59	0	1	0	0.00697322	32.4393	0.00697322	32.4393
Level 2 charger	400%+	Single-Family Detached	Renter	1960-79	0	1	0	0.00630911	37.7234	0.00630911	37.7234
Level 2 charger	400%+	Single-Family Detached	Renter	1980-99	0	1	0	0.00830145	43.7029	0.00830145	43.7029
Level 2 charger	400%+	Single-Family Detached	Renter	2000-09	0	1	0	0.00697322	40.4791	0.00697322	40.4791
Level 2 charger	400%+	Single-Family Detached	Renter	2010s	0	1	0	0.00664116	34.257	0.00664116	34.257
Level 2 charger	400%+	Single-Family Detached	Renter	<1940	0	1	0	0.00332058	14.9972	0.00332058	14.9972
Level 2 charger	Not Available	Mobile Home	Not Available	1940-59	0	1	0	4.72597e-17	4.99902e-17	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Not Available	1960-79	0	1	0	4.72597e-17	4.99902e-17	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Not Available	1980-99	0	1	0	4.72597e-17	4.99902e-17	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Not Available	2000-09	0	1	0	0.472597	4974.08	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Not Available	2010s	0	1	0	4.72597e-17	4.99902e-17	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Not Available	<1940	0	1	0	4.72597e-17	4.99902e-17	53.4034	348019
Level 2 charger	Not Available	Mobile Home	Owner	1940-59	0	0	1	2.92728e-17	3.10094e-17	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Owner	1960-79	0	0	1	2.92728e-17	3.10094e-17	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Owner	1980-99	0	0	1	2.92728e-17	3.10094e-17	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Owner	2000-09	0	0	1	0.292728	3085.47	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Owner	2010s	0	0	1	2.92728e-17	3.10094e-17	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Owner	<1940	0	0	1	2.92728e-17	3.10094e-17	33.0783	215880
Level 2 charger	Not Available	Mobile Home	Renter	1940-59	0	0	1	2.14366e-18	2.25531e-18	2.42233	15700.9
Level 2 charger	Not Available	Mobile Home	Renter	1960-79	0	0	1	2.14366e-18	2.25531e-18	2.42233	15700.9
Level 2 charger	Not Available	Mobile Home	Renter	1980-99	0	0	1	2.14366e-18	2.25531e-18	2.42233	15700.9
Level 2 charger	Not Available	Mobile Home	Renter	2000-09	0	0	1	0.0214366	224.406	2.42233	15700.9
Level 2 charger	Not Available	Mobile Home	Renter	2010s	0	0	1	2.14366e-18	2.25531e-18	2.42233	15700.9
Level 2 charger	Not Available	Mobile Home	Renter	<1940	0	0	1	2.14366e-18	2.25531e-18	2.42233	15700.9
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	1	0	0.445494	1900.16	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	1	0	4.45494e-17	4.65826e-17	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	1	0	4.45494e-17	4.65826e-17	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	1	0	4.45494e-17	4.65826e-17	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0	1	0	4.45494e-17	4.65826e-17	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0	1	0	0.445494	4910.44	0.890988	13149.3
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	1	0.00650417	27.9247	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	1	6.50417e-19	6.84577e-19	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	1	6.50417e-19	6.84577e-19	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	1	6.50417e-19	6.84577e-19	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	1	6.50417e-19	6.84577e-19	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	1	0.00650417	72.1638	0.0130083	193.242
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	1	0.34434	1467.38	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	1	3.4434e-17	3.5973e-17	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	1	3.4434e-17	3.5973e-17	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	1	3.4434e-17	3.5973e-17	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	1	3.4434e-17	3.5973e-17	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	1	0.34434	3792.05	0.688679	10154.4
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0	1	0	4.47653e-17	4.68964e-17	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0	1	0	0.447653	6381.4	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0	1	0	4.47653e-17	4.68964e-17	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	2000-09	0	1	0	4.47653e-17	4.68964e-17	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0	1	0	4.47653e-17	4.68964e-17	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0	1	0	4.47653e-17	4.68964e-17	0.895305	13237.9
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	1	8.68767e-19	9.143e-19	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	1	0.00868767	124.413	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	1	8.68767e-19	9.143e-19	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	2000-09	0	0	1	8.68767e-19	9.143e-19	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	1	8.68767e-19	9.143e-19	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	1	8.68767e-19	9.143e-19	0.0173753	258.088
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	1	3.31615e-17	3.47146e-17	0.663231	9799.19
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	1	0.331615	4723.76	0.663231	9799.19
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	1	3.31615e-17	3.47146e-17	0.663231	9799.19
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	2000-09	0	0	1	3.31615e-17	3.47146e-17	0.663231	9799.19
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	1	3.31615e-17	3.47146e-17	0.663231	9799.19
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	1	3.31615e-17	3.47146e-17	0.663231	9799.19
Level 2 charger	Not Available	Single-Family Attached	Not Available	1940-59	0	1	0	4.85071e-17	5.12528e-17	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Not Available	1960-79	0	1	0	1.94028	8438.42	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Not Available	1980-99	0	1	0	4.85071e-17	5.12528e-17	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Not Available	2000-09	0	1	0	0.485071	2164	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Not Available	2010s	0	1	0	0.485071	2575.89	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Not Available	<1940	0	1	0	4.85071e-17	5.12528e-17	54.813	356809
Level 2 charger	Not Available	Single-Family Attached	Owner	1940-59	0	0	1	1.91558e-17	1.97474e-17	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Owner	1960-79	0	0	1	0.766233	3251.28	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Owner	1980-99	0	0	1	1.91558e-17	1.97474e-17	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Owner	2000-09	0	0	1	0.191558	833.779	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Owner	2010s	0	0	1	0.191558	992.475	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Owner	<1940	0	0	1	1.91558e-17	1.97474e-17	21.6461	137477
Level 2 charger	Not Available	Single-Family Attached	Renter	1940-59	0	0	1	6.69294e-18	7.37284e-18	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Attached	Renter	1960-79	0	0	1	0.267718	1213.89	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Attached	Renter	1980-99	0	0	1	6.69294e-18	7.37284e-18	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Attached	Renter	2000-09	0	0	1	0.0669294	311.297	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Attached	Renter	2010s	0	0	1	0.0669294	370.548	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Attached	Renter	<1940	0	0	1	6.69294e-18	7.37284e-18	7.56303	51327.9
Level 2 charger	Not Available	Single-Family Detached	Not Available	1940-59	0	1	0	8.34628	44685.5	8.34628	44685.5
Level 2 charger	Not Available	Single-Family Detached	Not Available	1960-79	0	1	0	7.5514	51964.3	7.5514	51964.3
Level 2 charger	Not Available	Single-Family Detached	Not Available	1980-99	0	1	0	9.93605	60201.1	9.93605	60201.1
Level 2 charger	Not Available	Single-Family Detached	Not Available	2000-09	0	1	0	8.34628	55760.4	8.34628	55760.4
Level 2 charger	Not Available	Single-Family Detached	Not Available	2010s	0	1	0	7.94884	47189.3	7.94884	47189.3
Level 2 charger	Not Available	Single-Family Detached	Not Available	<1940	0	1	0	3.97442	20658.8	3.97442	20658.8
Level 2 charger	Not Available	Single-Family Detached	Owner	1940-59	0	0	1	6.69882	35397.9	6.69882	35397.9
Level 2 charger	Not Available	Single-Family Detached	Owner	1960-79	0	0	1	6.06084	41163.9	6.06084	41163.9
Level 2 charger	Not Available	Single-Family Detached	Owner	1980-99	0	0	1	7.97479	47688.8	7.97479	47688.8
Level 2 charger	Not Available	Single-Family Detached	Owner	2000-09	0	0	1	6.69882	44171	6.69882	44171
Level 2 charger	Not Available	Single-Family Detached	Owner	2010s	0	0	1	6.37983	37381.4	6.37983	37381.4
Level 2 charger	Not Available	Single-Family Detached	Owner	<1940	0	0	1	3.18991	16365.1	3.18991	16365.1
Level 2 charger	Not Available	Single-Family Detached	Renter	1940-59	0	0	1	0.0901503	540.375	0.0901503	540.375
Level 2 charger	Not Available	Single-Family Detached	Renter	1960-79	0	0	1	0.0815645	628.396	0.0815645	628.396
Level 2 charger	Not Available	Single-Family Detached	Renter	1980-99	0	0	1	0.107322	728.003	0.107322	728.003
Level 2 charger	Not Available	Single-Family Detached	Renter	2000-09	0	0	1	0.0901503	674.302	0.0901503	674.302
Level 2 charger	Not Available	Single-Family Detached	Renter	2010s	0	0	1	0.0858574	570.653	0.0858574	570.653
Level 2 charger	Not Available	Single-Family Detached	Renter	<1940	0	0	1	0.0429287	249.824	0.0429287	249.824
None	0-100%	Mobile Home	Not Available	1940-59	0	0	1	1.69125	10003.1	1.69125	10003.1
None	0-100%	Mobile Home	Not Available	1960-79	0	0	1	13.7482	88812.5	13.7482	88812.5
None	0-100%	Mobile Home	Not Available	1980-99	0	0	1	23.732	170012	23.732	170012
None	0-100%	Mobile Home	Not Available	2000-09	0	0	1	8.67446	50941.9	8.67446	50941.9
None	0-100%	Mobile Home	Not Available	2010s	0	0	1	4.91007	33055.3	4.91007	33055.3
None	0-100%	Mobile Home	Not Available	<1940	0	0	1	0.545563	3559.5	0.545563	3559.5
None	0-100%	Mobile Home	Owner	1940-59	0.666951	0.333049	0	0.7977	4575.37	0.7977	4575.37
None	0-100%	Mobile Home	Owner	1960-79	0.540117	0.459883	0	6.48453	40622.6	6.48453	40622.6
None	0-100%	Mobile Home	Owner	1980-99	0.539472	0.460528	0	11.1935	77762.8	11.1935	77762.8
None	0-100%	Mobile Home	Owner	2000-09	0.613504	0.386496	0	4.09143	23300.7	4.09143	23300.7
None	0-100%	Mobile Home	Owner	2010s	0.454566	0.545434	0	2.3159	15119.4	2.3159	15119.4
None	0-100%	Mobile Home	Owner	<1940	0.681352	0.318648	0	0.257322	1628.1	0.257322	1628.1
None	0-100%	Mobile Home	Renter	1940-59	0.806969	0.193031	0	0.165651	1048.06	0.165651	1048.06
None	0-100%	Mobile Home	Renter	1960-79	0.710295	0.289705	0	1.34658	9305.27	1.34658	9305.27
None	0-100%	Mobile Home	Renter	1980-99	0.70976	0.29024	0	2.32446	17812.9	2.32446	17812.9
None	0-100%	Mobile Home	Renter	2000-09	0.768182	0.231818	0	0.849629	5337.4	0.849629	5337.4
None	0-100%	Mobile Home	Renter	2010s	0.635009	0.364991	0	0.480922	3463.35	0.480922	3463.35
None	0-100%	Mobile Home	Renter	<1940	0.816977	0.183023	0	0.0534358	372.944	0.0534358	372.944
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	13.7492	62100.3	13.7492	62100.3
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	12.6179	117185	12.6179	117185
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	10.8775	104713	10.8775	104713
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	3.9159	31620.5	3.9159	31620.5
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	2.69762	18930.7	2.69762	18930.7
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	10.4859	74142.9	10.4859	74142.9
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.459317	0.540683	0	0.0348876	184.252	0.0348876	184.252
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.488165	0.511835	0	0.0320171	347.69	0.0320171	347.69
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.506828	0.493172	0	0.027601	310.684	0.027601	310.684
None	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.423009	0.576991	0	0.00993635	93.8182	0.00993635	93.8182
None	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0.433889	0.566111	0	0.00684504	56.1676	0.00684504	56.1676
None	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.436041	0.563959	0	0.0266073	219.983	0.0266073	219.983
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.781826	0.218174	0	12.3947	55519.3	12.3947	55519.3
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.800925	0.199075	0	11.3748	104767	11.3748	104767
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.812562	0.187438	0	9.8059	93616	9.8059	93616
None	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.755654	0.244346	0	3.53012	28269.6	3.53012	28269.6
None	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.763764	0.236236	0	2.43186	16924.6	2.43186	16924.6
None	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0.765341	0.234659	0	9.45289	66285.8	9.45289	66285.8
None	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	8.17074	39599.9	8.17074	39599.9
None	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	12.5446	119865	12.5446	119865
None	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	11.3906	115779	11.3906	115779
None	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	6.45842	58364.5	6.45842	58364.5
None	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	6.49565	51788	6.49565	51788
None	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	5.6581	41597.3	5.6581	41597.3
None	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0.698059	0.301941	0	0.0144327	65.3619	0.0144327	65.3619
None	0-100%	Multi-Family with 5+ Units	Owner	1960-79	0.702411	0.297589	0	0.0221587	197.845	0.0221587	197.845
None	0-100%	Multi-Family with 5+ Units	Owner	1980-99	0.703882	0.296118	0	0.0201204	191.1	0.0201204	191.1
None	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0.701812	0.298188	0	0.0114081	96.334	0.0114081	96.334
None	0-100%	Multi-Family with 5+ Units	Owner	2010s	0.735277	0.264723	0	0.0114739	85.4791	0.0114739	85.4791
None	0-100%	Multi-Family with 5+ Units	Owner	<1940	0.689926	0.310074	0	0.00999443	68.6588	0.00999443	68.6588
None	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	7.49797	36447.6	7.49797	36447.6
None	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	11.5117	110324	11.5117	110324
None	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	10.4528	106563	10.4528	106563
None	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	5.92664	53718.5	5.92664	53718.5
None	0-100%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	5.9608	47665.5	5.9608	47665.5
None	0-100%	Multi-Family with 5+ Units	Renter	<1940	0.873534	0.126466	0	5.19222	38286	5.19222	38286
None	0-100%	Single-Family Attached	Not Available	1940-59	0	0	1	2.29914	5744.71	2.29914	5744.71
None	0-100%	Single-Family Attached	Not Available	1960-79	0	0	1	2.74513	12460.7	2.74513	12460.7
None	0-100%	Single-Family Attached	Not Available	1980-99	0	0	1	4.20612	18717.4	4.20612	18717.4
None	0-100%	Single-Family Attached	Not Available	2000-09	0	0	1	2.51445	10232.2	2.51445	10232.2
None	0-100%	Single-Family Attached	Not Available	2010s	0	0	1	1.48406	5105.71	1.48406	5105.71
None	0-100%	Single-Family Attached	Not Available	<1940	0	0	1	1.65323	6589.8	1.65323	6589.8
None	0-100%	Single-Family Attached	Owner	1940-59	0.783766	0.216234	0	0.135845	351.866	0.135845	351.866
None	0-100%	Single-Family Attached	Owner	1960-79	0.690607	0.309393	0	0.162196	763.225	0.162196	763.225
None	0-100%	Single-Family Attached	Owner	1980-99	0.600391	0.399609	0	0.248519	1146.45	0.248519	1146.45
None	0-100%	Single-Family Attached	Owner	2000-09	0.455956	0.544044	0	0.148566	626.729	0.148566	626.729
None	0-100%	Single-Family Attached	Owner	2010s	0.30566	0.69434	0	0.0876859	312.727	0.0876859	312.727
None	0-100%	Single-Family Attached	Owner	<1940	0.815229	0.184771	0	0.0976812	403.629	0.0976812	403.629
