Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Yes	150-200%	Mobile Home	Owner	1940s	0.478842	0	0.521158	0	0.062677	121.097	16.2255	20707.6
Yes	150-200%	Mobile Home	Owner	1950s	0.408725	0	0.591275	0	0.141023	642.182	0.141023	642.182
Yes	150-200%	Mobile Home	Owner	1960s	0.399443	0	0.600557	0	0.321219	1495.63	0.321219	1495.63
Yes	150-200%	Mobile Home	Owner	1970s	0.411116	0	0.588884	0	1.45724	6426.01	1.45724	6426.01
Yes	150-200%	Mobile Home	Owner	1980s	0.42797	0	0.57203	0	1.29271	6271.87	1.29271	6271.87
Yes	150-200%	Mobile Home	Owner	1990s	0.44601	0	0.55399	0	1.90381	9517.12	1.90381	9517.12
Yes	150-200%	Mobile Home	Owner	2000s	0.447268	0	0.552732	0	1.18303	4841.83	1.18303	4841.83
Yes	150-200%	Mobile Home	Owner	2010s	0.447389	0	0.552611	0	0.650273	3035.35	0.650273	3035.35
Yes	150-200%	Mobile Home	Owner	<1940	0.478842	0	0.521158	0	0.062677	312.943	16.2255	53513.1
Yes	150-200%	Mobile Home	Renter	1940s	0.420403	0	0.579597	0	0.00433504	7.05146	1.12223	1205.8
Yes	150-200%	Mobile Home	Renter	1950s	0.353046	0	0.646954	0	0.00975384	37.3941	0.00975384	37.3941
Yes	150-200%	Mobile Home	Renter	1960s	0.344292	0	0.655708	0	0.0222171	87.0901	0.0222171	87.0901
Yes	150-200%	Mobile Home	Renter	1970s	0.355308	0	0.644692	0	0.10079	374.185	0.10079	374.185
Yes	150-200%	Mobile Home	Renter	1980s	0.371317	0	0.628683	0	0.0894102	365.209	0.0894102	365.209
Yes	150-200%	Mobile Home	Renter	1990s	0.38859	0	0.61141	0	0.131677	554.179	0.131677	554.179
Yes	150-200%	Mobile Home	Renter	2000s	0.3898	0	0.6102	0	0.0818239	281.939	0.0818239	281.939
Yes	150-200%	Mobile Home	Renter	2010s	0.389917	0	0.610083	0	0.044976	176.748	0.044976	176.748
Yes	150-200%	Mobile Home	Renter	<1940	0.420403	0	0.579597	0	0.00433504	18.2226	1.12223	3116.06
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	1.02664	1802.65	1.02664	1802.65
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.217014	1313.97	0.217014	1313.97
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.417335	2640.69	0.417335	2640.69
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.676083	4009.99	0.676083	4009.99
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.684429	4198.83	0.684429	4198.83
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.459068	2799.34	0.459068	2799.34
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.492455	2712.51	0.492455	2712.51
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.417335	2043.19	0.417335	2043.19
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	1.02664	4658.47	1.02664	4658.47
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1940s	0.443782	0	0.556218	0	0.00785416	12.051	0.00785416	12.051
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1950s	0.446399	0	0.553601	0	0.00166023	8.78413	0.00166023	8.78413
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1960s	0.428104	0	0.571896	0	0.00319275	17.6534	0.00319275	17.6534
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1970s	0.42651	0	0.57349	0	0.00517225	26.8075	0.00517225	26.8075
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1980s	0.429687	0	0.570313	0	0.00523611	28.0699	0.00523611	28.0699
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1990s	0.428876	0	0.571124	0	0.00351202	18.7141	0.00351202	18.7141
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	2000s	0.419687	0	0.580313	0	0.00376744	18.1336	0.00376744	18.1336
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.429252	0	0.570748	0	0.00319275	13.659	0.00319275	13.659
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.443782	0	0.556218	0	0.00785416	31.1426	0.00785416	31.1426
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1940s	0.390759	0	0.609241	0	0.854497	1519.92	0.854497	1519.92
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1950s	0.393284	0	0.606716	0	0.180625	1107.89	0.180625	1107.89
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1960s	0.375689	0	0.624311	0	0.347356	2226.52	0.347356	2226.52
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1970s	0.374162	0	0.625838	0	0.562717	3381.06	0.562717	3381.06
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1980s	0.377207	0	0.622793	0	0.569664	3540.28	0.569664	3540.28
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1990s	0.376429	0	0.623571	0	0.382092	2360.29	0.382092	2360.29
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	2000s	0.36764	0	0.63236	0	0.40988	2287.07	0.40988	2287.07
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.37679	0	0.62321	0	0.347356	1722.73	0.347356	1722.73
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.390759	0	0.609241	0	0.854497	3927.83	0.854497	3927.83
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.496515	894.626	0.496515	894.626
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.171635	1049.9	0.171635	1049.9
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.31875	2166.03	0.31875	2166.03
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	0.943991	5825.63	0.943991	5825.63
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.10337	7904	1.10337	7904
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.01142	7131.49	1.01142	7131.49
Yes	150-200%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.65505	10217.2	1.65505	10217.2
Yes	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	1.84507	9932.29	1.84507	9932.29
Yes	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.496515	2311.92	0.496515	2311.92
Yes	150-200%	Multi-Family with 5+ Units	Owner	1940s	0.443762	0	0.556238	0	0.00305142	6.15813	0.00305142	6.15813
Yes	150-200%	Multi-Family with 5+ Units	Owner	1950s	0.426918	0	0.573082	0	0.00105481	7.22693	0.00105481	7.22693
Yes	150-200%	Multi-Family with 5+ Units	Owner	1960s	0.424925	0	0.575075	0	0.00195893	14.9098	0.00195893	14.9098
Yes	150-200%	Multi-Family with 5+ Units	Owner	1970s	0.430738	0	0.569262	0	0.00580146	40.1005	0.00580146	40.1005
Yes	150-200%	Multi-Family with 5+ Units	Owner	1980s	0.434621	0	0.565379	0	0.00678093	54.4069	0.00678093	54.4069
Yes	150-200%	Multi-Family with 5+ Units	Owner	1990s	0.434552	0	0.565448	0	0.00621585	49.0893	0.00621585	49.0893
Yes	150-200%	Multi-Family with 5+ Units	Owner	2000s	0.436123	0	0.563877	0	0.0101714	70.3295	0.0101714	70.3295
Yes	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.42804	0	0.57196	0	0.0113392	68.3685	0.0113392	68.3685
Yes	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.443762	0	0.556238	0	0.00305142	15.914	0.00305142	15.914
Yes	150-200%	Multi-Family with 5+ Units	Renter	1940s	0.390322	0	0.609678	0	0.421593	752.336	0.421593	752.336
Yes	150-200%	Multi-Family with 5+ Units	Renter	1950s	0.374142	0	0.625858	0	0.145736	882.912	0.145736	882.912
Yes	150-200%	Multi-Family with 5+ Units	Renter	1960s	0.372235	0	0.627765	0	0.270652	1821.52	0.270652	1821.52
Yes	150-200%	Multi-Family with 5+ Units	Renter	1970s	0.377801	0	0.622199	0	0.801547	4899.07	0.801547	4899.07
Yes	150-200%	Multi-Family with 5+ Units	Renter	1980s	0.381527	0	0.618473	0	0.936873	6646.87	0.936873	6646.87
Yes	150-200%	Multi-Family with 5+ Units	Renter	1990s	0.38146	0	0.61854	0	0.858801	5997.22	0.858801	5997.22
Yes	150-200%	Multi-Family with 5+ Units	Renter	2000s	0.38297	0	0.61703	0	1.40531	8592.13	1.40531	8592.13
Yes	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.375216	0	0.624784	0	1.56666	8352.56	1.56666	8352.56
Yes	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.390322	0	0.609678	0	0.421593	1944.21	0.421593	1944.21
Yes	150-200%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.848751	730.858	0.848751	730.858
Yes	150-200%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.307456	901.68	0.307456	901.68
Yes	150-200%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.489331	1358.71	0.489331	1358.71
Yes	150-200%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.931028	2315.33	0.931028	2315.33
Yes	150-200%	Single-Family Attached	Not Available	1980s	0	0	0	1	1.25581	3019.93	1.25581	3019.93
Yes	150-200%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.970001	2618.81	0.970001	2618.81
Yes	150-200%	Single-Family Attached	Not Available	2000s	0	0	0	1	1.39438	3325.75	1.39438	3325.75
Yes	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.853082	1713.5	0.853082	1713.5
Yes	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.848751	1888.7	0.848751	1888.7
Yes	150-200%	Single-Family Attached	Owner	1940s	0.424399	0	0.575601	0	0.224282	180.242	0.224282	180.242
Yes	150-200%	Single-Family Attached	Owner	1950s	0.412033	0	0.587967	0	0.0812449	222.37	0.0812449	222.37
Yes	150-200%	Single-Family Attached	Owner	1960s	0.418279	0	0.581721	0	0.129305	335.082	0.129305	335.082
Yes	150-200%	Single-Family Attached	Owner	1970s	0.42245	0	0.57755	0	0.246023	571.001	0.246023	571.001
Yes	150-200%	Single-Family Attached	Owner	1980s	0.438376	0	0.561624	0	0.331845	744.766	0.331845	744.766
Yes	150-200%	Single-Family Attached	Owner	1990s	0.435194	0	0.564806	0	0.256322	645.845	0.256322	645.845
Yes	150-200%	Single-Family Attached	Owner	2000s	0.437518	0	0.562482	0	0.368463	820.187	0.368463	820.187
Yes	150-200%	Single-Family Attached	Owner	2010s	0.433799	0	0.566201	0	0.225426	422.578	0.225426	422.578
Yes	150-200%	Single-Family Attached	Owner	<1940	0.424399	0	0.575601	0	0.224282	465.787	0.224282	465.787
Yes	150-200%	Single-Family Attached	Renter	1940s	0.37496	0	0.62504	0	0.199909	185.204	0.199909	185.204
Yes	150-200%	Single-Family Attached	Renter	1950s	0.363126	0	0.636874	0	0.072416	228.491	0.072416	228.491
Yes	150-200%	Single-Family Attached	Renter	1960s	0.369096	0	0.630904	0	0.115254	344.306	0.115254	344.306
Yes	150-200%	Single-Family Attached	Renter	1970s	0.373091	0	0.626909	0	0.219288	586.718	0.219288	586.718
Yes	150-200%	Single-Family Attached	Renter	1980s	0.388407	0	0.611593	0	0.295784	765.266	0.295784	765.266
Yes	150-200%	Single-Family Attached	Renter	1990s	0.385339	0	0.614661	0	0.228467	663.622	0.228467	663.622
Yes	150-200%	Single-Family Attached	Renter	2000s	0.38758	0	0.61242	0	0.328422	842.763	0.328422	842.763
Yes	150-200%	Single-Family Attached	Renter	2010s	0.383996	0	0.616004	0	0.200929	434.21	0.200929	434.21
Yes	150-200%	Single-Family Attached	Renter	<1940	0.37496	0	0.62504	0	0.199909	478.609	0.199909	478.609
Yes	150-200%	Single-Family Detached	Not Available	1940s	0	0	0	1	6.55399	8914.34	6.55399	8914.34
Yes	150-200%	Single-Family Detached	Not Available	1950s	0	0	0	1	4.68292	23716.4	4.68292	23716.4
Yes	150-200%	Single-Family Detached	Not Available	1960s	0	0	0	1	4.51442	19904.3	4.51442	19904.3
Yes	150-200%	Single-Family Detached	Not Available	1970s	0	0	0	1	6.13976	25243.8	6.13976	25243.8
Yes	150-200%	Single-Family Detached	Not Available	1980s	0	0	0	1	4.92514	20908.8	4.92514	20908.8
Yes	150-200%	Single-Family Detached	Not Available	1990s	0	0	0	1	5.54649	25860.2	5.54649	25860.2
Yes	150-200%	Single-Family Detached	Not Available	2000s	0	0	0	1	6.29422	24373.8	6.29422	24373.8
Yes	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	1	3.69298	13591.3	3.69298	13591.3
Yes	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	1	6.55399	23036.7	6.55399	23036.7
Yes	150-200%	Single-Family Detached	Owner	1940s	0.427998	0	0.572002	0	4.68099	6386.09	4.68099	6386.09
Yes	150-200%	Single-Family Detached	Owner	1950s	0.423524	0	0.576476	0	3.34464	16990.1	3.34464	16990.1
Yes	150-200%	Single-Family Detached	Owner	1960s	0.430374	0	0.569626	0	3.22429	14259.1	3.22429	14259.1
Yes	150-200%	Single-Family Detached	Owner	1970s	0.433006	0	0.566994	0	4.38513	18084.2	4.38513	18084.2
Yes	150-200%	Single-Family Detached	Owner	1980s	0.432198	0	0.567802	0	3.51764	14978.7	3.51764	14978.7
Yes	150-200%	Single-Family Detached	Owner	1990s	0.441694	0	0.558306	0	3.96141	18525.8	3.96141	18525.8
Yes	150-200%	Single-Family Detached	Owner	2000s	0.440856	0	0.559144	0	4.49545	17461	4.49545	17461
Yes	150-200%	Single-Family Detached	Owner	2010s	0.444319	0	0.555681	0	2.6376	9736.61	2.6376	9736.61
Yes	150-200%	Single-Family Detached	Owner	<1940	0.427998	0	0.572002	0	4.68099	16503.1	4.68099	16503.1
Yes	150-200%	Single-Family Detached	Renter	1940s	0.373416	0	0.626584	0	0.157213	210.33	0.157213	210.33
Yes	150-200%	Single-Family Detached	Renter	1950s	0.369145	0	0.630855	0	0.112331	559.579	0.112331	559.579
Yes	150-200%	Single-Family Detached	Renter	1960s	0.375689	0	0.624311	0	0.108289	469.634	0.108289	469.634
Yes	150-200%	Single-Family Detached	Renter	1970s	0.378208	0	0.621792	0	0.147277	595.616	0.147277	595.616
Yes	150-200%	Single-Family Detached	Renter	1980s	0.377435	0	0.622565	0	0.118141	493.333	0.118141	493.333
Yes	150-200%	Single-Family Detached	Renter	1990s	0.386546	0	0.613454	0	0.133046	610.159	0.133046	610.159
Yes	150-200%	Single-Family Detached	Renter	2000s	0.385741	0	0.614259	0	0.150982	575.089	0.150982	575.089
Yes	150-200%	Single-Family Detached	Renter	2010s	0.389072	0	0.610928	0	0.0885849	320.682	0.0885849	320.682
Yes	150-200%	Single-Family Detached	Renter	<1940	0.373416	0	0.626584	0	0.157213	543.541	0.157213	543.541
Yes	200-300%	Mobile Home	Not Available	1940s	0	0	0	1	0.176255	323.796	45.628	55369
Yes	200-300%	Mobile Home	Not Available	1950s	0	0	0	1	0.396573	1717.1	0.396573	1717.1
Yes	200-300%	Mobile Home	Not Available	1960s	0	0	0	1	0.903306	3999.1	0.903306	3999.1
Yes	200-300%	Mobile Home	Not Available	1970s	0	0	0	1	4.09792	17182.2	4.09792	17182.2
Yes	200-300%	Mobile Home	Not Available	1980s	0	0	0	1	3.63525	16770.1	3.63525	16770.1
Yes	200-300%	Mobile Home	Not Available	1990s	0	0	0	1	5.35374	25447.4	5.35374	25447.4
Yes	200-300%	Mobile Home	Not Available	2000s	0	0	0	1	3.32681	12946.3	3.32681	12946.3
Yes	200-300%	Mobile Home	Not Available	2010s	0	0	0	1	1.82864	8116.08	1.82864	8116.08
Yes	200-300%	Mobile Home	Not Available	<1940	0	0	0	1	0.176255	836.763	45.628	143086
Yes	200-300%	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	0.125092	224.763	32.3833	38434.3
Yes	200-300%	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.281458	1191.92	0.281458	1191.92
Yes	200-300%	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.641099	2775.97	0.641099	2775.97
Yes	200-300%	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	2.9084	11927	2.9084	11927
Yes	200-300%	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	2.58003	11640.9	2.58003	11640.9
Yes	200-300%	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	3.79968	17664.3	3.79968	17664.3
Yes	200-300%	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	2.36112	8986.69	2.36112	8986.69
Yes	200-300%	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	1.29783	5633.77	1.29783	5633.77
Yes	200-300%	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	0.125092	580.838	32.3833	99323.1
Yes	200-300%	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	0.00435661	9.01351	1.12782	1541.31
Yes	200-300%	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00980236	47.7989	0.00980236	47.7989
Yes	200-300%	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.0223276	111.323	0.0223276	111.323
Yes	200-300%	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.101291	478.302	0.101291	478.302
Yes	200-300%	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.089855	466.828	0.089855	466.828
Yes	200-300%	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.132332	708.379	0.132332	708.379
Yes	200-300%	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.0822309	360.387	0.0822309	360.387
Yes	200-300%	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.0451998	225.927	0.0451998	225.927
Yes	200-300%	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	0.00435661	23.293	1.12782	3983.09
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	2.31454	3702.44	2.31454	3702.44
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.489252	2698.75	0.489252	2698.75
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.940869	5423.67	0.940869	5423.67
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	1.52421	8236.07	1.52421	8236.07
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	1.54302	8623.91	1.54302	8623.91
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	1.03496	5749.53	1.03496	5749.53
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	1.11023	5571.18	1.11023	5571.18
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.940869	4196.47	0.940869	4196.47
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	2.31454	9567.96	2.31454	9567.96
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1940s	0.453241	0	0.546759	0	0.0420559	76.5176	0.0420559	76.5176
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1950s	0.455868	0	0.544132	0	0.00888988	55.7745	0.00888988	55.7745
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1960s	0.437491	0	0.562509	0	0.0170959	112.09	0.0170959	112.09
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1970s	0.435889	0	0.564111	0	0.0276954	170.213	0.0276954	170.213
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1980s	0.439083	0	0.560917	0	0.0280373	178.229	0.0280373	178.229
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1990s	0.438267	0	0.561733	0	0.0188055	118.824	0.0188055	118.824
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	2000s	0.429028	0	0.570972	0	0.0201732	115.138	0.0201732	115.138
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.438646	0	0.561354	0	0.0170959	86.7276	0.0170959	86.7276
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.453241	0	0.546759	0	0.0420559	197.739	0.0420559	197.739
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1940s	0.397249	0	0.602751	0	1.73131	2714.44	1.73131	2714.44
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1950s	0.399789	0	0.600211	0	0.365969	1978.58	0.365969	1978.58
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1960s	0.382086	0	0.617914	0	0.703786	3976.35	0.703786	3976.35
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1970s	0.380549	0	0.619451	0	1.14013	6038.26	1.14013	6038.26
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1980s	0.383613	0	0.616387	0	1.15421	6322.6	1.15421	6322.6
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1990s	0.38283	0	0.61717	0	0.774164	4215.25	0.774164	4215.25
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	2000s	0.373982	0	0.626018	0	0.830467	4084.5	0.830467	4084.5
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.383194	0	0.616806	0	0.703786	3076.63	0.703786	3076.63
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.397249	0	0.602751	0	1.73131	7014.73	1.73131	7014.73
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.25124	2087.94	1.25124	2087.94
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.432528	2450.32	0.432528	2450.32
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.803267	5055.23	0.803267	5055.23
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	2.37891	13596.2	2.37891	13596.2
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	2.78054	18446.9	2.78054	18446.9
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	2.54883	16643.9	2.54883	16643.9
Yes	200-300%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	4.17081	23845.5	4.17081	23845.5
Yes	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	4.64968	23180.6	4.64968	23180.6
Yes	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.25124	5395.71	1.25124	5395.71
Yes	200-300%	Multi-Family with 5+ Units	Owner	1940s	0.452341	0	0.547659	0	0.0186765	29.2642	0.0186765	29.2642
Yes	200-300%	Multi-Family with 5+ Units	Owner	1950s	0.435427	0	0.564573	0	0.00645607	34.3433	0.00645607	34.3433
Yes	200-300%	Multi-Family with 5+ Units	Owner	1960s	0.433424	0	0.566576	0	0.0119898	70.8532	0.0119898	70.8532
Yes	200-300%	Multi-Family with 5+ Units	Owner	1970s	0.439264	0	0.560736	0	0.0355084	190.563	0.0355084	190.563
Yes	200-300%	Multi-Family with 5+ Units	Owner	1980s	0.443164	0	0.556836	0	0.0415033	258.548	0.0415033	258.548
Yes	200-300%	Multi-Family with 5+ Units	Owner	1990s	0.443095	0	0.556905	0	0.0380447	233.279	0.0380447	233.279
Yes	200-300%	Multi-Family with 5+ Units	Owner	2000s	0.444673	0	0.555327	0	0.062255	334.215	0.062255	334.215
Yes	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.436554	0	0.563446	0	0.0694027	324.896	0.0694027	324.896
Yes	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.452341	0	0.547659	0	0.0186765	75.6254	0.0186765	75.6254
Yes	200-300%	Multi-Family with 5+ Units	Renter	1940s	0.39638	0	0.60362	0	0.96403	1622.83	0.96403	1622.83
Yes	200-300%	Multi-Family with 5+ Units	Renter	1950s	0.380106	0	0.619894	0	0.333245	1904.48	0.333245	1904.48
Yes	200-300%	Multi-Family with 5+ Units	Renter	1960s	0.378187	0	0.621813	0	0.618884	3929.12	0.618884	3929.12
Yes	200-300%	Multi-Family with 5+ Units	Renter	1970s	0.383787	0	0.616213	0	1.83285	10567.5	1.83285	10567.5
Yes	200-300%	Multi-Family with 5+ Units	Renter	1980s	0.387535	0	0.612465	0	2.14229	14337.6	2.14229	14337.6
Yes	200-300%	Multi-Family with 5+ Units	Renter	1990s	0.387468	0	0.612532	0	1.96377	12936.3	1.96377	12936.3
Yes	200-300%	Multi-Family with 5+ Units	Renter	2000s	0.388987	0	0.611013	0	3.21343	18533.7	3.21343	18533.7
Yes	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.381186	0	0.618814	0	3.58238	18016.9	3.58238	18016.9
Yes	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.39638	0	0.60362	0	0.96403	4193.76	0.96403	4193.76
Yes	200-300%	Single-Family Attached	Not Available	1940s	0	0	0	1	3.5907	3315.65	3.5907	3315.65
Yes	200-300%	Single-Family Attached	Not Available	1950s	0	0	0	1	1.30071	4090.61	1.30071	4090.61
Yes	200-300%	Single-Family Attached	Not Available	1960s	0	0	0	1	2.07015	6164.01	2.07015	6164.01
Yes	200-300%	Single-Family Attached	Not Available	1970s	0	0	0	1	3.93878	10503.8	3.93878	10503.8
Yes	200-300%	Single-Family Attached	Not Available	1980s	0	0	0	1	5.31278	13700.3	5.31278	13700.3
Yes	200-300%	Single-Family Attached	Not Available	1990s	0	0	0	1	4.10366	11880.6	4.10366	11880.6
